Date,BTC_close,BTC_open,BTC_high,BTC_low,BTC_volume,Active_Addr_Cnt,Difficulty,Mean_Block_Size(in_bytes),Sum_Block_Weight,Total_Fees(USD),Mean_Hashrate,Xfer_Cnt,Mean_Tx_size(native_units),ETH,LTC,DOGE,XRP,GOLD,SILVER,COPPER,S&P500,DJI,JP225
2013-10-14,151.4,147.5,153.7,146.0,29.99,83416.0,189281249.0,113616.26,113616260.0,4468.442255333933,2352.305484,124871.0,6.523251904,,,,,1276.6,21.354,7255.0,1710.14,15301.26,14404.74
2013-10-15,158.1,151.4,158.1,150.6,15.73,86235.0,189281249.0,101951.0423,106029084.0,5494.86942034254,2446.397704,119371.0,7.123469902,,,,,1273.2,21.191,7256.5,1698.06,15168.01,14441.54
2013-10-16,152.8,158.1,163.0,144.2,42.78,92582.0,221781964.0,116134.2048,97552732.0,6484.890853939537,2315.216655,112711.0,8.210763114,,,,,1282.3,21.365,7265.0,1721.54,15373.83,14467.14
2013-10-17,157.6,152.8,159.9,150.8,15.88,82808.0,267731249.0,136182.1976,90969708.0,5332.440469924891,2222.601764,103562.0,7.718452848,,,,,1323.0,21.947,7232.0,1733.15,15371.65,14586.51
2013-10-18,168.3,157.6,168.3,156.5,25.89,84996.0,267731249.0,140809.8385,108141956.0,5789.897272408946,2555.326579,119311.0,7.144171614,,,,,1314.6,21.913,7223.25,1744.5,15399.65,14561.54
2013-10-19,183.1,168.3,195.8,167.1,55.28,96934.0,267731249.0,133878.7623,119419856.0,6174.076425177636,2967.90535,128819.0,7.502267648,,,,,1314.6,21.913,7223.25,1744.5,15399.65,14561.54
2013-10-20,186.1,183.1,186.1,177.2,11.42,69040.0,267731249.0,118027.3719,93949788.0,4626.688898879772,2648.489527,108004.0,5.93515081,,,,,1314.6,21.913,7223.25,1744.5,15399.65,14561.54
2013-10-21,192.8,186.1,197.4,183.2,24.1,97064.0,267731249.0,139853.782,118036592.0,6755.991055420561,2808.197439,132242.0,7.406501984,,,,,1315.8,22.278,7252.5,1744.66,15392.2,14693.57
2013-10-22,203.0,192.8,205.5,192.8,33.87,110677.0,267731249.0,136689.2857,133955500.0,7945.404015205979,3260.703187,150131.0,7.27307069,,,,,1342.6,22.79,7319.75,1754.67,15467.66,14713.25
2013-10-23,228.0,203.0,228.0,200.7,39.9,108316.0,267731249.0,134022.9321,118476272.0,9385.223108286307,2941.287365,129209.0,7.778462835,,,,,1334.0,22.617,7174.0,1746.38,15413.33,14426.05
2013-10-24,207.0,228.0,233.4,175.3,96.75,111952.0,267731249.0,158913.4977,136665608.0,9827.24310637802,2861.433409,141559.0,6.693961328,,,,,1350.3,22.822,7184.25,1752.07,15509.21,14486.41
2013-10-25,197.9,207.0,209.0,176.6,36.75,100894.0,267731249.0,126207.7957,118635328.0,9482.084491137444,3127.613261,129951.0,21.11049021,,,,,1352.5,22.639,7180.5,1759.77,15570.28,14088.19
2013-10-26,188.6,197.9,198.4,187.0,12.09,72893.0,376713687.0,126356.4341,91987484.0,6346.368441874029,3408.23009,104349.0,5.869920837,,,,,1352.5,22.639,7180.5,1759.77,15570.28,14088.19
2013-10-27,206.9,188.6,207.8,188.9,13.16,66108.0,390928788.0,116897.7039,83698756.0,11264.807603988624,3478.538404,96491.0,4.779425397,,,,,1352.5,22.639,7180.5,1759.77,15570.28,14088.19
2013-10-28,206.9,206.9,209.8,200.4,11.07,86585.0,390928788.0,135705.1371,94993596.0,6107.255491910506,3400.805702,108048.0,5.228814875,,,,,1352.2,22.538,7178.0,1762.11,15568.93,14396.04
2013-10-29,216.0,206.9,216.5,204.2,10.02,86798.0,390928788.0,146630.3125,93843400.0,7056.8402950195605,3109.30807,108199.0,15.23661234,,,,,1345.5,22.492,7198.0,1771.95,15680.35,14325.98
2013-10-30,208.0,216.0,216.5,204.0,13.47,96056.0,390928788.0,125518.0256,97904060.0,5953.408209223805,3789.469211,110744.0,5.947831055,,,,,1349.3,22.999,7268.5,1763.31,15618.76,14502.35
2013-10-31,211.2,208.0,215.0,205.4,5.29,95791.0,390928788.0,133095.9716,112333000.0,5972.74547548516,4100.400018,126726.0,4.435392967,,,,,1323.7,21.882,7237.0,1756.54,15545.75,14327.94
2013-11-01,213.4,211.2,214.9,209.7,5.88,86825.0,390928788.0,105448.2452,87732940.0,7067.313863878244,4042.100491,101382.0,5.221456617,,,,,1313.2,21.852,7236.0,1761.64,15615.55,14201.57
2013-11-02,211.7,213.4,214.9,211.0,4.88,78835.0,390928788.0,107669.5743,86997016.0,4881.666577704558,3925.501439,89586.0,5.356336897,,,,,1313.2,21.852,7236.0,1761.64,15615.55,14201.57
2013-11-03,224.0,211.7,226.9,212.1,12.27,81991.0,390928788.0,101552.9479,77992664.0,8518.538487984126,3731.169684,84501.0,5.505909187,,,,,1313.2,21.852,7236.0,1761.64,15615.55,14201.57
2013-11-04,238.2,224.0,239.0,221.9,18.06,102736.0,390928788.0,123528.2923,96352068.0,11950.505536620622,3789.469211,107130.0,8.000083108,,,,,1314.7,21.721,7163.0,1767.93,15639.12,14201.57
2013-11-05,251.3,238.2,258.9,229.0,45.1,118752.0,415756570.0,157794.2759,109824816.0,11554.351220480292,3596.122592,120550.0,7.766140047,,,,,1308.1,21.656,7164.25,1762.97,15618.22,14225.37
2013-11-06,264.1,251.3,272.5,251.4,38.82,133026.0,510929738.0,187658.319,122353224.0,38488.97959859549,4139.948171,124391.0,6.42798073,,,,,1317.8,21.791,7117.0,1770.49,15746.88,14337.31
2013-11-07,309.6,264.1,324.2,263.6,86.13,129067.0,510929738.0,215620.1806,124197224.0,37057.397861822974,3657.377526,128802.0,8.29371598,,,,,1308.5,21.682,7135.25,1747.15,15593.98,14228.44
2013-11-08,355.0,309.6,358.0,308.0,44.63,131772.0,510929738.0,232768.8955,124764128.0,35825.116074214195,3403.392975,131294.0,7.018748421,,,,,1284.6,21.345,7158.25,1770.61,15761.78,14086.8
2013-11-09,367.8,355.0,395.0,340.0,49.91,129648.0,510929738.0,201107.5811,119055688.0,18567.4269296418,3758.971346,130169.0,5.868148676,,,,,1284.6,21.345,7158.25,1770.61,15761.78,14086.8
2013-11-10,336.3,367.8,372.5,290.0,74.25,114440.0,510929738.0,169123.1462,115680232.0,14837.658574596153,4343.135812,128554.0,5.029007116,,,,,1284.6,21.345,7158.25,1770.61,15761.78,14086.8
2013-11-11,363.0,336.3,376.0,321.4,18.0,115536.0,510929738.0,149806.8128,112055496.0,21248.55923999505,4749.511092,129543.0,4.619188492,,,,,1281.1,21.311,7163.0,1771.89,15783.1,14269.84
2013-11-12,380.0,363.0,391.8,359.0,22.03,116498.0,510929738.0,141445.3881,113722092.0,8009.868150131081,5105.089463,137441.0,6.793341844,,,,,1271.2,20.804,7100.0,1767.69,15750.67,14588.68
2013-11-13,434.9,380.0,445.0,372.2,36.02,125199.0,510929738.0,190077.0476,127731776.0,9247.75104805634,4266.940446,146338.0,7.316468233,,,,,1268.4,20.462,6983.5,1782.0,15821.63,14567.16
2013-11-14,433.4,434.9,447.5,402.5,31.41,132404.0,510929738.0,181673.5137,132985012.0,9620.23848295852,4647.917272,155142.0,6.040710417,,,,,1286.3,20.74,6992.5,1790.62,15876.22,14876.41
2013-11-15,433.9,433.4,457.9,413.0,28.13,119399.0,510929738.0,174453.6084,115837196.0,6945.347272283671,4216.143536,139048.0,17.15346609,,,,,1287.4,20.744,7009.25,1798.18,15961.7,15165.92
2013-11-16,462.0,433.9,476.9,428.0,19.14,103125.0,510929738.0,115890.3299,89930896.0,6163.023148909704,4927.300277,115634.0,11.77018095,,,,,1287.4,20.744,7009.25,1798.18,15961.7,15165.92
2013-11-17,528.3,462.0,536.8,457.0,26.72,109082.0,545370282.0,145239.8441,108058444.0,8648.002739349058,5042.553703,124265.0,8.424681718,,,,,1287.4,20.744,7009.25,1798.18,15961.7,15165.92
2013-11-18,785.4,528.3,787.9,522.0,72.07,171380.0,609482680.0,260450.3077,162520992.0,19209.12461241376,4726.417543,182091.0,10.83580847,,,,,1272.3,20.372,6962.0,1791.53,15976.02,15164.3
2013-11-19,645.7,785.4,900.9,502.6,99.1,205240.0,609482680.0,309624.2609,199398024.0,16091.601247648769,4877.905285,202223.0,9.433227485,,,,,1273.5,20.349,6965.75,1787.87,15967.03,15126.56
2013-11-20,638.0,645.7,650.0,453.3,91.59,161122.0,609482680.0,227268.8171,149088344.0,14808.770251029588,4968.79793,169539.0,9.223286615,,,,,1258.0,20.079,6974.5,1781.37,15900.82,15076.08
2013-11-21,764.9,638.0,784.3,595.2,38.73,192640.0,609482680.0,280204.3533,168122612.0,19501.37287807367,4544.632253,166398.0,12.40684471,,,,,1243.6,19.948,7041.25,1795.85,16009.99,15365.6
2013-11-22,802.0,764.9,822.0,682.3,30.15,168639.0,609482680.0,227468.5291,156498348.0,18667.650305152656,5211.178317,184116.0,12.21512118,,,,,1244.1,19.874,7089.5,1804.76,16064.77,15381.72
2013-11-23,832.5,802.0,890.0,799.5,21.31,146167.0,609482680.0,205001.5765,139401072.0,17181.80991419149,5150.58322,159443.0,8.931040833,,,,,1244.1,19.874,7089.5,1804.76,16064.77,15381.72
2013-11-24,795.0,832.5,855.0,745.2,25.95,123964.0,609482680.0,182201.2024,122439208.0,14086.283849148664,5089.988123,137611.0,10.35693318,,,,,1244.1,19.874,7089.5,1804.76,16064.77,15381.72
2013-11-25,830.0,795.0,850.0,759.0,26.38,143350.0,609482680.0,189564.0058,131178292.0,15950.556113425591,5241.475865,160260.0,8.663989767,,,,,1241.2,19.897,7098.0,1802.48,16072.54,15619.13
2013-11-26,970.0,830.0,975.0,825.1,31.61,187706.0,609482680.0,267401.7421,170067508.0,24142.93771465787,4817.310188,198717.0,20.54414319,,,,,1241.4,19.864,7071.0,1802.75,16072.8,15515.24
2013-11-27,1079.9,970.0,1094.8,914.3,37.86,192515.0,609482680.0,254372.5145,176025780.0,28663.542460074877,5241.475865,200565.0,15.10035265,,,,,1237.8,19.665,7013.0,1807.23,16097.33,15449.63
2013-11-28,1101.4,1079.9,1224.5,1032.1,37.4,201832.0,609482680.0,249068.6354,180325692.0,31008.14808214974,5483.856252,213781.0,15.14069299,,,,,1250.4,20.033,7026.25,1807.23,16097.33,15727.12
2013-11-29,1206.9,1101.4,1241.9,1050.0,38.71,188994.0,637218833.0,248972.2948,172288828.0,29288.100189865243,5480.003364,195667.0,12.6092212,,,,,1250.4,20.016,7030.0,1805.81,16086.41,15661.87
2013-11-30,1205.7,1206.9,1232.9,1150.2,15.1,163385.0,707408283.0,199874.7273,140711808.0,22599.79447983996,6189.120342,171585.0,10.29151864,,,,,1250.4,20.016,7030.0,1805.81,16086.41,15661.87
2013-12-01,1004.4,1205.7,1216.8,840.3,79.92,164939.0,707408283.0,186364.1333,145364024.0,18072.666030061,6857.264015,161339.0,8.838439665,,,,,1250.4,20.016,7030.0,1805.81,16086.41,15661.87
2013-12-02,1096.6,1004.4,1117.7,975.0,37.05,179818.0,707408283.0,232666.761,147976060.0,22257.043794773024,5591.307582,175909.0,7.967036852,,,,,1221.9,19.272,6977.5,1800.9,16008.77,15655.07
2013-12-03,1154.9,1096.6,1185.6,1064.9,19.34,173471.0,707408283.0,184437.925,147550340.0,21179.696680741312,7033.091298,176011.0,6.170563204,,,,,1220.8,19.046,6953.0,1795.15,15914.62,15749.66
2013-12-04,1237.6,1154.9,1239.7,1131.3,16.3,186429.0,707408283.0,236402.2281,161699124.0,23948.80184213708,6013.29306,182773.0,7.487412,,,,,1247.2,19.81,7093.0,1792.81,15889.77,15407.94
2013-12-05,1106.3,1237.6,1239.9,870.0,58.44,185882.0,707408283.0,240173.8941,163318248.0,23439.85269548721,5978.127603,190556.0,7.177423554,,,,,1231.9,19.55,7078.5,1785.03,15821.51,15177.49
2013-12-06,845.0,1106.3,1118.9,800.1,53.52,165974.0,707408283.0,166025.0192,138132816.0,15489.186642813977,7314.41495,170045.0,6.406244956,,,,,1229.0,19.496,7111.0,1805.09,16020.2,15299.86
2013-12-07,697.0,845.0,896.0,576.0,97.66,148012.0,707408283.0,161023.6256,125598428.0,26063.956949807616,6857.264015,155371.0,14.59604807,,,,,1229.0,19.496,7111.0,1805.09,16020.2,15299.86
2013-12-08,804.0,697.0,829.0,653.0,31.21,115670.0,707408283.0,121458.0718,94737296.0,9024.252248976443,6857.264015,123123.0,9.631740686,,,,,1229.0,19.496,7111.0,1805.09,16020.2,15299.86
2013-12-09,919.0,804.0,980.0,787.7,27.63,156514.0,707408283.0,178002.1818,125313536.0,15303.213169362492,6189.120342,162622.0,7.058714138,,,,,1234.2,19.676,7142.0,1808.37,16025.53,15650.21
2013-12-10,1033.7,919.0,1067.7,912.0,22.1,157623.0,780668598.0,192075.099,147513676.0,17484.894302089517,7450.991332,160804.0,5.013273414,,,,,1261.1,20.292,7162.0,1802.62,15973.13,15611.31
2013-12-11,919.9,1033.7,1056.8,856.1,24.36,151130.0,908350862.0,192753.3515,127217212.0,15291.76850064032,7450.470438,155404.0,6.765929366,,,,,1257.2,20.334,7215.75,1782.22,15843.53,15515.06
2013-12-12,900.0,919.9,941.0,839.5,9.91,129116.0,908350862.0,167368.6871,109124384.0,12101.008187887644,7360.161705,135764.0,6.361282428,,,,,1224.9,19.432,7218.0,1775.5,15739.43,15341.82
2013-12-13,936.8,900.0,989.9,882.1,17.37,146944.0,908350862.0,181526.6839,126342572.0,13536.092489934596,7856.859734,151680.0,5.806330007,,,,,1234.6,19.583,7245.25,1775.32,15755.36,15403.11
2013-12-14,908.9,936.8,947.9,875.1,11.59,147850.0,908350862.0,164439.601,130236164.0,10418.048136861536,8940.564525,133850.0,4.39264062,,,,,1234.6,19.583,7245.25,1775.32,15755.36,15403.11
2013-12-15,919.9,908.9,927.9,838.0,15.17,141277.0,908350862.0,172588.7232,122192816.0,10066.398861907232,7992.322833,129532.0,3.255196182,,,,,1234.6,19.583,7245.25,1775.32,15755.36,15403.11
2013-12-16,759.9,919.9,924.9,714.0,41.33,180233.0,908350862.0,182371.194,146626440.0,10719.049895051156,9076.027624,183064.0,11.31782017,,,,,1244.4,20.08,7284.25,1786.54,15884.57,15152.91
2013-12-17,715.0,759.9,780.0,678.9,31.71,156115.0,908350862.0,165444.6108,134341024.0,10196.851265789326,9166.336357,163091.0,9.189906734,,,,,1230.1,19.819,7272.0,1781.0,15875.26,15278.63
2013-12-18,541.0,715.0,717.0,454.9,110.5,181410.0,908350862.0,204223.191,162561660.0,9830.269517249746,8985.718892,188760.0,10.13142626,,,,,1235.0,20.039,7275.0,1810.65,16167.97,15587.8
2013-12-19,732.0,541.0,746.0,522.4,45.76,157818.0,908350862.0,148422.4735,134173916.0,11289.807339230912,10204.88678,167388.0,7.848740314,,,,,1193.6,19.167,7224.0,1809.6,16179.08,15859.22
2013-12-20,650.0,732.0,774.4,621.3,34.77,158569.0,908350862.0,189440.0787,134881336.0,10065.148822016492,8037.4772,152448.0,6.021512675,,,,,1203.7,19.434,7230.75,1818.32,16221.14,15870.42
2013-12-21,640.5,650.0,690.0,610.0,14.73,124307.0,1075957452.0,170939.9627,110085336.0,7267.549640098997,8611.267744,134241.0,6.836616944,,,,,1203.7,19.434,7230.75,1818.32,16221.14,15870.42
2013-12-22,639.5,640.5,699.9,615.0,11.63,124146.0,1180923195.0,161170.2485,108951088.0,7004.0397894260905,9920.977766,127933.0,6.960491748,,,,,1203.7,19.434,7230.75,1818.32,16221.14,15870.42
2013-12-23,713.2,639.5,724.9,631.0,15.07,151062.0,1180923195.0,166751.7018,114058164.0,7914.374142039658,10038.38579,159901.0,4.24615245,,,,,1197.0,19.397,7240.0,1827.99,16294.61,15870.42
2013-12-24,702.8,713.2,729.9,666.0,10.95,132367.0,1180923195.0,169576.9349,114634008.0,7890.06686249138,9920.977766,137907.0,6.848208207,,,,,1203.3,19.469,7282.75,1833.32,16357.55,15889.33
2013-12-25,707.3,702.8,710.0,673.9,5.34,127600.0,1180923195.0,172575.4877,111828916.0,8218.76380835056,9510.049693,138808.0,5.169506804,,,,,1203.3,19.469,7282.75,1833.32,16357.55,16009.99
2013-12-26,802.0,707.3,829.6,707.2,23.53,124049.0,1180923195.0,168359.4,121218768.0,10172.646405381094,10566.72188,134707.0,4.343466089,,,,,1212.3,19.9,7282.75,1842.02,16479.88,16174.44
2013-12-27,803.0,802.0,836.8,767.9,13.89,128876.0,1180923195.0,149894.7717,110322552.0,9068.837059929232,10801.53792,136699.0,4.416469959,,,,,1214.0,20.033,7380.0,1841.4,16478.41,16178.94
2013-12-28,762.0,803.0,806.0,715.6,13.34,112555.0,1180923195.0,173160.6,103896360.0,8186.401958118022,8805.601567,116433.0,4.565399602,,,,,1214.0,20.033,7380.0,1841.4,16478.41,16178.94
2013-12-29,785.0,762.0,804.0,735.0,7.04,129208.0,1180923195.0,174695.1726,117395156.0,10467.648708789971,9862.273755,121618.0,6.71322851,,,,,1214.0,20.033,7380.0,1841.4,16478.41,16178.94
2013-12-30,804.8,785.0,818.8,781.0,10.48,152090.0,1180923195.0,174700.3873,120892668.0,8602.563953589515,10155.79381,159652.0,4.616094521,,,,,1203.8,19.615,7373.75,1841.07,16504.29,16291.31
2013-12-31,805.9,804.8,813.9,777.0,9.17,118420.0,1180923195.0,143632.038,105713180.0,8037.79966246995,10801.53792,123627.0,3.518072455,,,,,1202.3,19.37,7374.5,1848.36,16576.66,16291.31
2014-01-01,815.9,805.9,829.9,771.0,10.76,96516.0,1180923195.0,103982.5951,85265728.0,6945.230136898756,12034.32214,106528.0,4.620329409,,,,,1202.3,19.37,7374.5,1848.36,16576.66,16291.31
2014-01-02,856.9,815.9,886.2,810.5,12.81,138928.0,1414935750.0,214143.7612,114781056.0,10987.298485602549,9425.136247,136822.0,4.977426246,,,,,1225.2,20.128,7385.0,1831.98,16441.35,16291.31
2014-01-03,884.3,856.9,888.2,839.4,9.71,143832.0,1418481395.0,199278.0807,128335084.0,11250.94768801922,11352.60791,147675.0,5.625318644,,,,,1238.6,20.211,7313.0,1831.37,16469.99,16291.31
2014-01-04,924.7,884.3,932.2,848.3,14.24,116229.0,1418481395.0,185085.8511,104388420.0,10126.072327148113,9942.34606,122897.0,4.991735958,,,,,1238.6,20.211,7313.0,1831.37,16469.99,16291.31
2014-01-05,1014.7,924.7,1029.9,911.4,21.37,134802.0,1418481395.0,164580.8031,127056380.0,12374.89924189921,13609.02688,139824.0,6.284182392,,,,,1238.6,20.211,7313.0,1831.37,16469.99,16291.31
2014-01-06,1012.7,1014.7,1093.4,964.7,23.08,179999.0,1418481395.0,205239.6075,152698268.0,27241.166398794965,13115.43523,182441.0,5.136946898,,,,,1238.0,20.103,7328.5,1826.77,16425.1,15908.88
2014-01-07,879.9,1012.7,1044.0,879.8,22.67,141665.0,1418481395.0,175305.6102,124116372.0,12463.119607784623,12480.81739,148876.0,5.89210915,,,,,1229.6,19.787,7349.0,1837.88,16530.94,15814.37
2014-01-08,938.8,879.9,966.9,858.9,14.1,146348.0,1418481395.0,157029.829,121227028.0,11443.02994649874,13609.02688,155635.0,4.265344902,,,,,1225.5,19.539,7316.25,1837.49,16462.74,16121.45
2014-01-09,937.0,938.8,964.6,866.5,14.42,134908.0,1418481395.0,142337.6908,117855608.0,10703.422400937718,14596.21017,145324.0,3.527753154,,,,,1229.4,19.683,7224.0,1838.13,16444.76,15880.33
2014-01-10,957.8,937.0,964.8,905.9,6.35,128371.0,1418481395.0,148319.0749,110942668.0,10735.105845715496,13185.94832,132806.0,3.778271366,,,,,1246.9,20.223,7312.0,1842.37,16437.05,15912.06
2014-01-11,1005.3,957.8,1010.8,935.0,11.18,130495.0,1418481395.0,140951.7,118399428.0,11039.757593579188,14807.74945,140504.0,2.694570777,,,,,1246.9,20.223,7312.0,1842.37,16437.05,15912.06
2014-01-12,939.8,1005.3,1022.7,922.1,9.93,115119.0,1418481395.0,124276.4203,102900876.0,9778.065371419414,14596.21017,122628.0,2.902801468,,,,,1246.9,20.223,7312.0,1842.37,16437.05,15912.06
2014-01-13,922.9,939.8,949.2,879.9,10.13,153853.0,1741242559.0,168868.3728,114155020.0,10089.333335021476,14628.24067,162783.0,2.954642892,,,,,1251.1,20.385,7320.25,1819.2,16257.94,15912.06
2014-01-14,919.3,922.9,942.5,904.2,4.31,129226.0,1789546951.0,172017.9506,111467632.0,12849.95488502363,14411.33556,131793.0,4.940711257,,,,,1245.4,20.282,7297.25,1838.88,16373.86,15422.4
2014-01-15,941.2,919.3,973.1,915.1,6.83,135647.0,1789546951.0,166060.1793,122220292.0,14515.493617655657,16368.43051,151379.0,3.676284101,,,,,1238.3,20.134,7352.0,1848.38,16481.94,15808.73
2014-01-16,913.5,941.2,955.5,910.5,5.1,130689.0,1789546951.0,156113.9135,115524296.0,10591.520408368548,16457.38937,135540.0,3.86656246,,,,,1240.2,20.054,7315.75,1845.89,16417.01,15747.2
2014-01-17,894.2,913.5,929.8,867.2,10.31,128915.0,1789546951.0,191058.6513,116163660.0,11755.308423418604,13521.74694,148481.0,2.44482215,,,,,1251.9,20.304,7324.0,1838.7,16458.56,15734.46
2014-01-18,905.7,894.2,924.7,884.7,6.04,106009.0,1789546951.0,143541.1667,99904652.0,10686.415425826674,15478.84189,122167.0,2.579974356,,,,,1251.9,20.304,7324.0,1838.7,16458.56,15734.46
2014-01-19,954.8,905.7,958.1,901.9,7.57,108623.0,1789546951.0,142381.8817,96250152.0,8952.899996717608,15034.04759,116587.0,4.517815077,,,,,1251.9,20.304,7324.0,1838.7,16458.56,15734.46
2014-01-20,956.0,954.8,980.5,926.0,10.41,180527.0,1789546951.0,185729.6872,144869156.0,12881.130161680258,17346.97798,188875.0,3.652206323,,,,,1241.8,19.87,7314.25,1838.7,16458.56,15641.68
2014-01-21,962.2,956.0,974.3,943.2,6.59,160288.0,1789546951.0,221228.0663,146895436.0,12837.052404942038,14767.171,170310.0,3.254418282,,,,,1241.8,19.87,7345.0,1843.8,16414.44,15795.96
2014-01-22,951.0,962.2,973.9,935.0,4.78,150333.0,1789546951.0,169686.5,130319232.0,12065.471530903164,17080.1014,160855.0,2.661281845,,,,,1238.6,19.839,7296.75,1844.86,16373.34,15820.96
2014-01-23,944.2,951.0,958.1,936.3,1.97,149895.0,1789546951.0,184106.4802,130347388.0,13458.425025719807,15745.71848,155080.0,2.971321726,,,,,1262.3,20.01,7215.0,1828.46,16197.35,15695.89
2014-01-24,916.5,944.2,949.5,902.9,6.2,144338.0,1952122982.0,173527.709,131186948.0,12139.195736806892,18340.6658,162012.0,4.443181693,,,,,1264.3,19.765,7183.75,1790.29,15879.11,15391.56
2014-01-25,961.0,916.5,978.4,915.9,8.18,125411.0,2193847870.0,163507.7152,107915092.0,9406.531276885897,17994.36691,130172.0,3.078255644,,,,,1264.3,19.765,7183.75,1790.29,15879.11,15391.56
2014-01-26,1007.0,961.0,1038.1,950.7,13.07,125376.0,2193847870.0,178197.9013,108344324.0,9475.12761800476,16576.62891,131330.0,2.764207286,,,,,1264.3,19.765,7183.75,1790.29,15879.11,15391.56
2014-01-27,943.5,1007.0,1021.5,937.2,8.33,171032.0,2193847870.0,187868.3563,130756376.0,10015.098925533764,18975.87783,180891.0,4.781654518,,,,,1263.4,19.793,7155.25,1781.56,15837.88,15005.73
2014-01-28,932.7,943.5,972.6,911.7,10.41,158602.0,2193847870.0,216758.987,133523536.0,11278.045323074024,16794.74245,160049.0,3.466578214,,,,,1250.8,19.503,7146.5,1792.5,15928.56,14980.16
2014-01-29,925.7,932.7,950.6,918.9,5.68,142119.0,2193847870.0,194225.9474,118089376.0,10544.872867501625,16576.62891,146055.0,2.933320999,,,,,1262.2,19.552,7129.5,1774.2,15738.79,15383.91
2014-01-30,941.4,925.7,953.2,909.5,5.43,151474.0,2193847870.0,175022.7443,123216012.0,10659.70783286591,19193.99137,155364.0,3.184145567,,,,,1242.5,19.144,7097.0,1794.19,15848.61,15007.06
2014-01-31,938.8,941.4,954.7,924.6,4.31,146489.0,2193847870.0,163659.9185,120453700.0,11393.441709405875,20066.44552,155416.0,2.346756064,,,,,1239.8,19.138,7042.75,1782.59,15698.85,14914.53
2014-02-01,940.4,938.8,969.2,927.8,4.37,138630.0,2193847870.0,156086.2116,118001176.0,9490.04505593352,20611.72937,149873.0,2.930739473,,,,,1239.8,19.138,7042.75,1782.59,15698.85,14914.53
2014-02-02,953.3,940.4,959.4,934.4,1.58,132242.0,2193847870.0,154305.9086,114803596.0,8548.245845762636,20284.55906,135494.0,3.304462884,,,,,1239.8,19.138,7042.75,1782.59,15698.85,14914.53
2014-02-03,931.7,953.3,959.6,931.7,2.79,175731.0,2193847870.0,185443.8066,134261316.0,10051.141099447705,19739.27522,180037.0,2.507804875,,,,,1259.9,19.427,7020.0,1741.89,15372.8,14619.13
2014-02-04,926.6,931.7,949.1,900.8,4.61,166548.0,2193847870.0,217285.8081,149492636.0,11221.34689872354,18757.76429,182546.0,3.920846363,,,,,1251.2,19.439,7036.5,1755.2,15445.24,14008.47
2014-02-05,904.5,926.6,939.8,890.0,7.56,156535.0,2481430572.0,221012.1905,148520192.0,10848.644745338956,20723.23391,179993.0,3.927118259,,,,,1256.9,19.822,7030.5,1751.64,15440.23,14180.38
2014-02-06,828.9,904.5,908.8,800.9,18.6,162066.0,2621404453.0,209593.3901,152583988.0,11424.927268957965,23716.55143,186703.0,3.000264808,,,,,1257.2,19.944,7106.75,1773.43,15628.53,14155.12
2014-02-07,695.7,828.9,833.1,651.7,49.91,169400.0,2621404453.0,251875.3097,156162692.0,11136.073372644756,20198.16194,183606.0,4.490624625,,,,,1262.9,19.952,7131.25,1797.02,15794.08,14462.41
2014-02-08,648.8,695.7,719.3,632.1,22.88,144461.0,2621404453.0,181289.0769,131978448.0,8163.462032794098,23716.55143,164417.0,3.096135169,,,,,1262.9,19.952,7131.25,1797.02,15794.08,14462.41
2014-02-09,659.6,648.8,694.1,622.5,19.89,130842.0,2621404453.0,213520.4855,117863308.0,7392.002179834095,17982.87966,144859.0,3.143352988,,,,,1262.9,19.952,7131.25,1797.02,15794.08,14462.41
2014-02-10,582.6,659.6,700.0,500.0,40.13,170337.0,2621404453.0,208249.3141,129947572.0,8917.289234840808,20328.47266,176728.0,4.264394826,,,,,1274.7,20.131,7098.75,1799.84,15801.79,14718.34
2014-02-11,579.0,582.6,609.7,550.2,16.73,155297.0,2621404453.0,200584.9207,131583708.0,8828.793024170494,21370.95844,150350.0,4.25363207,,,,,1289.8,20.172,7106.0,1819.75,15994.77,14718.34
2014-02-12,531.1,579.0,585.1,511.9,21.3,212833.0,2621404453.0,248498.7865,176931136.0,10337.589389212126,23195.30855,149448.0,3.759144884,,,,,1295.0,20.357,7147.5,1819.26,15963.94,14800.06
2014-02-13,451.4,531.1,549.2,451.3,28.94,167617.0,2621404453.0,222758.1854,158603828.0,8815.83594617242,23195.30855,177229.0,3.445466212,,,,,1300.1,20.411,7140.75,1829.83,16027.59,14534.74
2014-02-14,427.7,451.4,500.0,302.2,65.82,175329.0,2621404453.0,222947.8325,170332144.0,11415.007689710214,24889.34793,195920.0,3.439426274,,,,,1318.6,21.437,7150.75,1838.63,16154.39,14313.03
2014-02-15,371.1,427.7,447.9,310.1,50.62,151828.0,2621404453.0,179306.9786,134121620.0,8119.5293828298945,24368.10505,162783.0,5.652682531,,,,,1318.6,21.437,7150.75,1838.63,16154.39,14313.03
2014-02-16,299.8,371.1,540.0,220.4,86.18,135691.0,2629222433.0,152878.7846,119245452.0,7622.518038474546,25486.37444,133598.0,4.341684973,,,,,1318.6,21.437,7150.75,1838.63,16154.39,14313.03
2014-02-17,272.3,299.8,411.2,263.4,51.44,173737.0,3129573175.0,212077.7419,131488200.0,14432.47102353868,24113.64858,185028.0,2.508548879,,,,,1324.4,21.898,7180.0,1838.63,16154.39,14393.11
