Date,BTC_close,BTC_open,BTC_high,BTC_low,BTC_volume,Active_Addr_Cnt,Difficulty,Mean_Block_Size(in_bytes),Sum_Block_Weight,Total_Fees(USD),Mean_Hashrate,Xfer_Cnt,Mean_Tx_size(native_units),ETH,LTC,DOGE,XRP,GOLD,SILVER,COOPER,S&P500,DJI,JP225
23/08/2018,6521.2,6359.9,6550.2,6359.2,2.76,574017,6.38932E+12,772459.8322,377231034,126102.2578463958,47324585.09,535706,1.035794604,276.12,57.207,0.002376,0.32608,1194,14.577,5964.25,2856.98,25656.98,22410.82
22/08/2018,6359.6,6482.2,6840.8,6304.8,3.63,622189,6.38932E+12,755553.9625,400362334,150288.08778266705,50818346.4,554288,1.141759044,269.84,55.111,0.002332,0.31786,1203.3,14.785,6013.25,2861.82,25733.6,22362.55
21/08/2018,6482.2,6268.1,6484.1,6257.4,1.46,589991,6.38932E+12,786610.4122,384250100,162451.33118594866,47006970.42,520724,1.304237548,280.9,56.479,0.002408,0.33384,1200,14.799,6060,2862.96,25822.29,22219.73
20/08/2018,6268.1,6474.2,6516.4,6255.9,3.10,639365,6.38932E+12,833749.5533,412967168,185143.34873391697,47642199.75,554285,1.021977185,271.08,53.516,0.002344,0.31467,1194.6,14.703,5991.5,2857.05,25758.69,22199
19/08/2018,6481.5,6379.1,6534.8,6316,2.71,502449,6.38932E+12,599147.0069,292135068,107195.85053542504,46054126.43,450142,0.673792671,299.33,57.83,0.002457,0.3423,,,,,,
18/08/2018,6379.1,6581.8,6626.4,6295.5,3.15,498238,6.38932E+12,589781.2625,317909090,105451.15023354831,50818346.4,466253,0.780281692,293.89,57.182,0.002397,0.32838,,,,,,
17/08/2018,6581.7,6306.7,6581.7,6291.8,3.20,650774,6.38932E+12,831161.5592,422427095,160799.1029795772,48277429.08,601951,0.978403896,316.9,61.567,0.002498,0.36739,1184.2,14.664,5933.5,2850.13,25669.32,22270.38
16/08/2018,6306.7,6256.9,6470.9,6249.8,3.50,621029,6.38932E+12,766615.6076,406008470,153107.74009005606,50183117.07,567347,1.101718988,286.76,55.307,0.002268,0.29157,1184,14.745,5888.25,2840.69,25558.73,22192.04
15/08/2018,6256.9,6190.2,6592.8,6177.9,3.74,677460,6.38932E+12,789527.5404,424314805,139682.93319817976,51135961.07,621247,1.192130236,281.12,54.361,0.002281,0.28026,1185,14.488,5832,2818.37,25162.41,22204.22
14/08/2018,6190.2,6255.3,6255.3,5898.3,3.66,672592,6.38932E+12,1030743.757,473351869,166469.14826455733,43195594.44,625523,1.374319903,278.19,54.338,0.002232,0.27289,1200.7,15.086,6046,2839.96,25299.92,22356.08
13/08/2018,6255.3,6313,6524.1,6159.6,234.09,602328,6.38932E+12,895554.8267,461620897,123224.48336612276,47642199.75,534690,1.245712695,284.01,56.53,0.002331,0.27446,1198.9,15.016,6130.75,2821.93,25187.7,21857.43
12/08/2018,6313,6232.1,6453,6169.8,216.33,486939,6.38932E+12,594230.0581,316499557,81985.3029094784,49230273.08,431561,0.870869043,318.18,59.364,0.002407,0.29555,,,,,,
11/08/2018,6231.6,6152.8,6469.6,6009.8,247.34,523641,6.21078E+12,606947.9765,354661805,96110.54840805828,52485702.54,470593,1.058988921,317.59,57.753,0.002381,0.29757,,,,,,
10/08/2018,6152.3,6539.5,6570.2,6043.4,298.82,656819,5.94944E+12,792975.0909,480022000,125523.47001201629,52051671.92,602693,1.120947278,331.81,59.281,0.002417,0.31886,1219,15.328,6153.5,2833.28,25313.14,22298.08
09/08/2018,6538.8,6283.7,6620.2,6197,237.66,636143,5.94944E+12,810650.9866,412428166,136870.52431097548,44066472.25,556082,1.322064754,363.34,63.168,0.002579,0.34388,1219.9,15.495,6196.25,2853.58,25509.23,22598.39
08/08/2018,6283.6,6725.2,6725.2,6138.8,311.54,634443,5.94944E+12,793225.8217,419338627,126827.69227251652,46432457.33,574098,1.341251373,355.44,62.203,0.002421,0.33179,1221,15.464,6173.5,2857.7,25583.75,22644.31
07/08/2018,6724.9,6943.6,7149.7,6689.9,232.48,710766,5.94944E+12,1017125.298,524213069,127626.25530877861,44657968.52,575845,1.1743535,378.25,67.411,0.002651,0.37837,1218.3,15.405,6157.75,2858.45,25628.91,22662.74
06/08/2018,6943.6,7027.8,7143.6,6852.5,168.87,651894,5.94944E+12,1056716.893,462924685,123261.53494279075,38743005.8,523466,1.153297181,405.4,73.775,0.002783,0.41287,1217.7,15.381,6107.5,2850.4,25502.18,22507.32
05/08/2018,7027.1,7014,7087.6,6887.9,177.64,495532,5.94944E+12,580368.4063,318972794,95469.97749701576,47319701.74,453146,1.075515351,408.85,74.588,0.002876,0.43458,,,,,,
04/08/2018,7014.3,7418.9,7484.2,6949.7,222.57,547308,5.94944E+12,580275.6591,345682988,120803.55376609243,52051671.92,496794,0.976436451,407.09,72.971,0.002829,0.42969,,,,,,
03/08/2018,7419,7535.6,7535.6,7293.5,226.46,694601,5.94944E+12,841941.9036,469799931,172896.37604058528,49094190.56,637513,0.963877347,417.58,77.692,0.002928,0.44065,1223.2,15.495,6175,2840.35,25462.58,22525.18
02/08/2018,7535.6,7606.4,7701.4,7470.6,216.34,622521,5.94944E+12,786494.5033,405597056,189794.49108695073,45249464.79,545367,1.086064782,411,76.251,0.00297,0.43025,1220.1,15.418,6138.5,2827.22,25326.16,22512.53
01/08/2018,7606.4,7728.5,7753.2,7449.2,237.69,698015,5.94944E+12,983721.0067,515430388,160054.841961415,44362220.38,577976,1.009192415,420.3,77.736,0.003056,0.44667,1227.6,15.488,6120.25,2813.36,25333.82,22746.7
31/07/2018,7729.4,8176.4,8176.5,7649.8,266.94,696566,5.94944E+12,965035.8027,485936416,198070.70007913653,43474975.98,593964,1.048257665,431.5,78.961,0.002979,0.43498,1233.6,15.597,6323,2816.29,25415.19,22553.72
30/07/2018,8177.1,8214.7,8262,7874.4,242.21,638966,5.94944E+12,914437.8134,416010627,200292.1900614407,39630250.21,574996,1.032056466,456.64,82.315,0.003259,0.44603,1231.5,15.667,6246.5,2802.6,25306.83,22544.84
29/07/2018,8215.6,8231.5,8275.4,8113.3,155.24,494042,5.61846E+12,548990.8882,309575933,132285.01635681896,47480188.05,456492,0.976816115,466.41,83.972,0.003305,0.45303,,,,,,
28/07/2018,8234.1,8186.8,8234.1,8077.4,147.14,545883,5.17867E+12,732987.9517,356385270,133119.4940591242,37327804.6,451074,0.889042286,468.78,84.329,0.003421,0.45675,,,,,,
27/07/2018,8187.4,7936.9,8273.8,7808.3,243.22,721812,5.17867E+12,894429.1317,522626992,171227.50153944077,42991333.57,615878,0.939826259,470.23,84.706,0.003444,0.45516,1232.7,15.493,6244.75,2818.82,25451.06,22712.75
26/07/2018,7937,8173.9,8304.3,7861,235.45,641543,5.17867E+12,774011.6061,437139298,188521.05530646548,42476467.3,569351,0.991264692,462.75,83.551,0.003374,0.44956,1225.7,15.495,6282,2837.44,25527.07,22586.87
25/07/2018,8173.7,8404.9,8484.6,8062.1,269.23,771199,5.17867E+12,950976.791,588789605,217954.30144329692,45565664.92,618647,1.058644979,472.03,86.775,0.003564,0.45943,1231.8,15.589,6307.5,2846.07,25414.1,22614.25
24/07/2018,8407,7723.1,8479.8,7701.9,345.32,717759,5.17867E+12,917118.0314,503970749,249733.84163691686,40931868.49,625214,1.206018475,479.88,89.521,0.003626,0.45813,1225.5,15.52,6262.25,2820.4,25241.94,22510.48
23/07/2018,7723,7412.4,7809.6,7379.2,272.15,716690,5.17867E+12,903410.3373,508718920,202414.8177773503,42733900.44,554714,1.153622739,450.56,81.794,0.003416,0.44519,1225.6,15.425,6129,2806.98,25044.29,22396.99
22/07/2018,7412.3,7409,7575.3,7343.7,204.16,459458,5.17867E+12,452567.4176,280251623,109168.3546433893,46852830.6,424218,0.883024617,459.02,82.894,0.003487,0.44938,,,,,,
21/07/2018,7408.7,7339.3,7460.8,7223.5,160.77,511119,5.17867E+12,719470.9197,333787718,129800.30324357278,35268339.52,465383,0.932997398,461.52,84.196,0.003555,0.45501,,,,,,
20/07/2018,7339.4,7477.6,7683.6,7292,258.85,653321,5.17867E+12,819078.0974,428322042,170140.24385005707,39644702.82,589676,1.037067951,449.38,82.499,0.003409,0.44462,1231.1,15.549,6151.5,2801.83,25058.12,22697.88
19/07/2018,7477.5,7383.9,7558.4,7288.8,247.25,626926,5.17867E+12,715650.1813,418078177,214938.72145550168,44021066.11,546274,1.175462448,469.47,86.535,0.003833,0.47694,1224,15.402,6055.5,2804.49,25064.5,22764.68
18/07/2018,7383.6,7321.6,7581.2,7249.3,333.32,762246,5.17867E+12,1044844.523,647051989,229964.22295381557,44793365.52,576951,1.20943242,480,86.74,0.003694,0.48826,1227.9,15.574,6183,2815.62,25199.29,22794.19
17/07/2018,7322,6729.8,7453.2,6666,337.75,681518,5.1938E+12,904620.6352,488387252,184819.3924904402,41051426.47,569484,1.210418359,499.87,89.468,0.003254,0.50696,1227.3,15.617,6159.25,2809.55,25119.89,22697.36
16/07/2018,6729.9,6362.8,6749.2,6344.1,312.12,602482,5.36368E+12,967369.0167,392826113,161031.45040024308,31995588.3,525153,1.361359371,479.79,84.326,0.002904,0.4819,1239.7,15.812,6192,2798.43,25064.36,
15/07/2018,6362.9,6254.8,6399.6,6238.5,180.67,502106,5.36368E+12,753377.0451,346290452,95976.31045362461,35461777.04,398201,1.284467814,450.81,79.082,0.002423,0.44708,,,,,,
14/07/2018,6254.8,6229.5,6313.5,6192.5,243.71,793757,5.36368E+12,1151759.556,506557669,92739.71107649028,35461777.04,429814,1.106735346,434.09,76.542,0.002344,0.43849,,,,,,
13/07/2018,6230.2,6250.8,6333.8,6144.5,233.22,941540,5.36368E+12,1118408.902,535088320,121158.68045676778,38128076.06,548500,1.10921412,432.85,76.831,0.002328,0.43727,1241.2,15.815,6216.5,2801.31,25019.41,22597.35
12/07/2018,6250.6,6389.1,6389.4,6088.8,289.24,923421,5.36368E+12,1154370.078,530215496,116729.38114670703,37594816.26,493933,1.302855294,430.84,76.919,0.002286,0.43767,1246.6,15.977,6215.5,2798.29,24924.89,22187.96
11/07/2018,6389.1,6307.2,6409.7,6296.6,243.82,636817,5.36368E+12,1033116.711,481240152,129855.05785820277,35995036.84,487930,1.20774134,445.99,78.711,0.002462,0.45023,1244.4,15.817,6137.25,2774.02,24700.45,21932.21
10/07/2018,6307.2,6668.4,6686.8,6291.5,315.27,669373,5.36368E+12,971337.0671,505900996,143944.85701066875,39727855.48,525370,1.561774441,432.67,76.039,0.002458,0.44422,1255.4,16.087,6346,2793.84,24919.66,22196.89
09/07/2018,6667.1,6715.1,6793.8,6637.7,289.48,627774,5.36368E+12,1063791.022,516983127,131758.52399223356,36261666.74,503124,1.031799197,471.52,80.56,0.002635,0.47383,1259.6,16.139,6405.75,2784.17,24776.59,22052.18
08/07/2018,6714.8,6765.4,6784,6694.3,267.60,501981,5.36368E+12,609900.9873,332175618,105203.33192142373,42127524.6,414608,1.113866253,486.45,82.385,0.002649,0.47886,,,,,,
07/07/2018,6765.5,6617.7,6805.9,6531.1,114.57,460458,5.36368E+12,521839.2308,279256719,111105.31347213018,41594264.79,412834,0.833982579,485.4,85.04,0.002655,0.4857,,,,,,
06/07/2018,6617.7,6546.5,6638.2,6458.3,132.69,640591,5.36368E+12,682979.5375,374303608,142055.73845343746,42660784.4,594063,0.990956934,469.9,83.243,0.002636,0.47773,1255.8,16.069,6306,2759.82,24456.48,21788.14
05/07/2018,6546.5,6598,6693.6,6466.1,166.18,555588,5.36368E+12,791187.8175,373675054,131577.97755970238,36528296.65,514955,1.138050802,468.47,83.386,0.002614,0.47779,1261.7,16.097,6323.75,2736.61,24356.74,21546.99
04/07/2018,6598.4,6513.8,6774.5,6442.3,143.04,594400,5.36368E+12,915858.1493,429652361,139535.5011208316,35728406.94,504288,1.045655876,467.52,85.36,0.002688,0.49194,1258.8,16.097,6400.75,,,21717.04
03/07/2018,6513.5,6618.6,6676.6,6513.5,150.19,655359,5.36368E+12,1113472.56,454933642,180335.3436152853,30929068.69,540313,1.244199702,461.89,84.919,0.002655,0.48516,1253.5,16.043,6511,2713.22,24174.82,21785.54
02/07/2018,6619.5,6349.1,6680,6275,179.92,662310,5.18304E+12,1017749.631,502883465,159484.55320685642,36328697.23,530924,1.197216451,475.7,85.462,0.002735,0.49005,1241.7,15.835,6569,2726.71,24307.18,21811.93
01/07/2018,6366.8,6398.5,6445.1,6284.7,128.51,476547,5.0775E+12,690056.4694,354378543,105719.77550631574,37103365.37,397183,1.257976688,452.57,80.042,0.002536,0.46226,,,,,,
30/06/2018,6398.9,6213.4,6498.5,6204,189.33,560237,5.0775E+12,975741.773,489676963,147243.104338458,35588942.3,432237,0.967249438,452.67,81.272,0.002543,0.46486,,,,,,
29/06/2018,6213.3,5883.2,6284.9,5818.5,206.96,584573,5.0775E+12,747647.1391,381845384,167729.0005090325,38112980.76,516544,0.96843057,435.37,79.015,0.002414,0.45531,1254.5,16.198,6620,2718.37,24271.41,22304.51
28/06/2018,5883.5,6154.9,6178.4,5854,156.05,566389,5.0775E+12,690595.2357,370940975,164982.22842288163,39627403.83,488667,1.147551415,421.27,74.326,0.002321,0.44786,1251,16.041,6625.75,2716.31,24216.05,22270.39
27/06/2018,6154.9,6081.1,6187.3,6025.4,133.42,591319,5.0775E+12,1088478.62,468130251,198083.0344114465,30540865.37,470113,1.367544058,442.16,80.783,0.002468,0.47186,1256.1,16.196,6695.5,2699.63,24117.59,22271.77
26/06/2018,6082.1,6256.9,6267.7,6060,176.66,601757,5.0775E+12,1071429.164,567282774,192134.0942113677,36850961.53,466020,1.073155304,430.33,75.843,0.00245,0.45304,1259.9,16.293,6727,2723.06,24283.11,22342
25/06/2018,6256.6,6155.1,6331.2,6101.7,210.69,618481,5.0775E+12,932559.6497,524131506,218634.09729541925,39627403.83,494718,1.232847339,458.76,81.491,0.002539,0.4808,1268.9,16.37,6704.5,2717.07,24252.8,22338.15
24/06/2018,6154.6,6167.9,6248.3,5785.3,240.60,465159,5.0775E+12,492698.2924,286468430,168290.08839505774,43161057.68,424082,1.177246113,454.81,80.565,0.002508,0.47455,,,,,,
23/06/2018,6167.3,6055.2,6259,6032.8,142.90,473376,5.0775E+12,525367.7813,290906556,191618.4967596946,40384615.37,419789,0.939872998,474.14,82.816,0.002654,0.48983,,,,,,
22/06/2018,6055.7,6728.2,6739.7,5955,278.22,616964,5.0775E+12,789367.053,402346515,409926.12055269623,38112980.76,556778,1.252633525,462.57,84.791,0.002606,0.4823,1270.7,16.499,6804.25,2754.88,24580.89,22516.83
21/06/2018,6728,6765.8,6797.5,6695.1,99.29,556428,5.0775E+12,610253.2471,355205035,496185.2763546772,42908653.83,504147,1.094522986,526.01,96.815,0.002982,0.5341,1270.5,16.364,6797,2749.76,24461.7,22693.04
20/06/2018,6765.4,6752.3,6812.7,6575.1,121.48,590701,5.0775E+12,1074776.013,596785458,1324376.511300688,39122596.14,496880,1.046575886,536.31,97.789,0.002993,0.53989,1274.5,16.348,6813.25,2767.32,24657.8,22555.43
19/06/2018,6752.4,6719.8,6839.5,6681.5,120.54,628857,5.02896E+12,932943.0774,508410993,626115.8441488297,38748592.07,497239,1.065874318,538.22,98.813,0.003017,0.54906,1278.6,16.364,6826.25,2762.59,24700.21,22278.48
18/06/2018,6719.8,6460.5,6794.5,6410.9,135.70,569167,4.9407E+12,642535.9756,353409456,116187.05422372125,40279018.61,491391,1.029823039,517.91,98.756,0.002993,0.53826,1280.1,16.481,6972,2773.75,24987.47,22680.33
17/06/2018,6460.3,6505.8,6593,6452.1,90.67,439145,4.9407E+12,493966.3694,266152844,149616.06161509934,38559792.21,383119,0.963064119,496.43,95.065,0.002887,0.52551,,,,,,
16/06/2018,6505.8,6410,6564.2,6358,108.79,434955,4.9407E+12,464916.1566,263863835,107039.79344599857,40770226.16,396996,0.830046235,496.93,96.718,0.002907,0.53297,,,,,,
15/06/2018,6410.3,6647.3,6655.8,6395.7,143.53,613937,4.9407E+12,785130.1699,418707122,142671.30390615985,37577377.12,536445,1.248294575,487.88,95.705,0.00287,0.53333,1278.5,16.52,7012.75,2779.66,25090.48,22851.75
14/06/2018,6647.1,6312.3,6711.5,6283.6,201.54,586144,4.9407E+12,752277.2484,384252452,187699.64435412042,37577377.12,537286,1.746213706,519.49,100.95,0.002968,0.5565,1308.3,17.299,7159.5,2782.49,25175.31,22738.61
13/06/2018,6312.3,6558.5,6624.6,6129.1,237.48,660241,4.9407E+12,907441.7552,448621466,239408.24760942886,35121339.4,541661,1.685843606,476.17,93.713,0.002792,0.52987,1301.3,17.027,7241.5,2775.63,25201.2,22966.38
12/06/2018,6558.2,6885.9,6887.2,6476,178.26,662032,4.9407E+12,1063113.331,542969127,141682.3789439174,35612546.94,541233,1.757336126,494.48,100.05,0.003091,0.55823,1299.4,16.927,7214.5,2786.85,25320.73,22878.35
11/06/2018,6885.9,6775.2,6910.8,6657.2,174.88,586393,4.9407E+12,793454.6571,381055863,172237.31880185244,34384528.08,524930,1.902497676,531.42,107.16,0.003235,0.59928,1303.2,16.991,7223.75,2782,25322.31,22804.04
10/06/2018,6775.1,7515.8,7516.3,6668.1,275.69,527886,4.9407E+12,753630.9134,320766464,112091.57721971824,31191679.05,463857,1.938122932,524.64,106.698,0.003136,0.58167,,,,,,
09/06/2018,7515.8,7622.1,7689,7493.3,97.56,503993,4.9407E+12,646597.7552,318099332,144225.71182105062,35121339.4,448349,1.449889626,593.8,117.598,0.003572,0.6586,,,,,,
08/06/2018,7622.1,7697.9,7710.5,7556.9,112.88,640966,4.9407E+12,869963.2138,442239516,135352.17140194896,35612546.94,547429,1.680318591,599.67,120.004,0.003664,0.67251,1302.7,16.781,7305,2779.03,25316.53,22694.5
07/06/2018,7697.8,7661,7754.7,7657.7,124.00,635530,4.9407E+12,1082316.483,558720750,158079.65645518238,35121339.4,510959,1.506798094,604.71,121.575,0.003714,0.67774,1303,16.852,7249.75,2770.37,25241.41,22823.26
06/06/2018,7661,7631.5,7699.1,7504.4,130.66,653426,4.9407E+12,992415.1361,521057255,149644.435055349,36103754.49,528982,1.256943667,606.39,121.393,0.003727,0.67329,1301.4,16.73,7232.25,2772.35,25146.39,22625.73
05/06/2018,7631.5,7507.4,7672.6,7391,145.23,655014,4.4337E+12,848463.4343,529364875,141386.796137987,38570079.47,540378,1.440805172,608.83,122.205,0.003628,0.67594,1302.2,16.586,7116.25,2748.8,24799.98,22539.54
04/06/2018,7504.3,7729.3,7759.9,7468.4,141.01,694350,4.30695E+12,1053916.41,705533115,152407.94530807773,39180231.3,516037,1.938047993,591.44,119.879,0.003542,0.65597,1297.3,16.476,6985.75,2746.87,24813.69,22475.94
03/06/2018,7729.3,7646.6,7775,7611.3,116.68,542740,4.30695E+12,796502.4294,469538847,121228.47571083451,34898238.81,439542,1.38861383,619.08,125.168,0.003689,0.68795,,,,,,
02/06/2018,7646.6,7530.8,7694.5,7467.9,121.18,524370,4.30695E+12,626341.5789,326040141,124708.61224032889,32543142.94,452030,1.227778971,591.3,123.485,0.003583,0.64286,,,,,,
01/06/2018,7530.8,7502.5,7610.4,7375.8,135.92,683588,4.30695E+12,710959.8133,406824862,148197.42531007162,35540537.68,620541,1.305999318,579.3,120.334,0.003441,0.62113,1299.3,16.485,6905,2734.62,24635.21,22171.35
31/05/2018,7502.6,7400.8,7611.9,7355,144.52,620191,4.30695E+12,700889.8118,398994733,163093.42475090234,36396936.18,520082,1.884517568,577.87,118.462,0.003432,0.61103,1304.7,16.503,6828.25,2705.27,24415.84,22201.82
30/05/2018,7400.1,7469.2,7565.2,7306.8,140.37,596173,4.30695E+12,628768.3506,380037961,166885.3525989385,37253334.68,518819,1.909693593,557.98,117.473,0.003396,0.59379,1306.5,16.587,6841.25,2724.01,24667.78,22018.52
29/05/2018,7467.7,7119.3,7533,7069.8,186.97,600021,4.30695E+12,820264.3741,391123631,197960.8937500394,29759847.82,515819,1.88034643,566.81,119.536,0.003461,0.59936,1301.6,16.373,6828,2689.86,24361.45,22358.43
28/05/2018,7119.3,7367.3,7446.9,7090.6,152.29,598556,4.30695E+12,730313.4679,393720001,224708.48844383683,33399541.44,487159,2.104658039,512.29,111.177,0.003219,0.54761,1299,16.373,,,,22481.09
27/05/2018,7366.7,7361.9,7411.8,7267.5,103.29,441802,4.30695E+12,450203.5854,255614470,141060.98445742732,35112338.44,387158,1.495560129,570.69,117.965,0.00341,0.60463,,,,,,
26/05/2018,7361.3,7478.5,7619.3,7331.5,103.07,459370,4.30695E+12,480068.6852,267379644,163246.37917041394,34684139.19,405518,1.028195227,586.76,118.625,0.00347,0.60878,,,,,,
25/05/2018,7477.7,7593.9,7653.4,7355.6,161.82,624713,4.30695E+12,632231.642,381481068,227729.2520597603,37681533.93,545109,1.075079418,585.39,119.096,0.0035,0.60564,1303.7,16.546,6857,2721.33,24753.09,22450.79
24/05/2018,7592.9,7512.3,7736.6,7293.4,211.11,559734,4.22484E+12,713274.0699,353103121,222128.61563920227,30032592.12,506826,1.341333006,602.43,122.986,0.003568,0.62915,1304.4,16.687,6910.75,2727.76,24811.76,22437.01
23/05/2018,7512.3,8005.7,8047.4,7467.6,237.60,636565,4.14388E+12,741020.7099,413705431,231281.45640441796,33370917.24,566740,1.218871625,577.55,118.614,0.003437,0.59126,1289.6,16.405,6835.75,2733.29,24886.81,22689.74
22/05/2018,8006,8403.8,8414.5,7979.3,137.51,595706,4.14388E+12,712320.1192,369727161,216947.59923735246,31104990.76,517857,1.082005773,642.17,128.161,0.003874,0.63851,1292,16.575,6961.5,2724.44,24834.41,22960.34
21/05/2018,8403.3,8529.5,8550.6,8375.5,115.52,620329,4.14388E+12,740171.4713,405652045,261608.36624905805,32340950.66,510454,1.089632159,696.85,134.134,0.004217,0.67578,1290.9,16.52,6897.25,2733.01,25013.29,23002.37
20/05/2018,8529,8243.9,8580.4,8184.7,113.76,483041,4.14388E+12,574532.4097,287993537,211525.29957341435,29663037.55,421395,1.075472963,716.02,139.786,0.004359,0.69845,,,,,,
19/05/2018,8245.1,8244.7,8389.1,8153.2,107.89,500408,4.14388E+12,563280.9416,301686616,246810.01042778682,31722970.71,434713,0.910323824,696.76,135.162,0.004233,0.67391,,,,,,
18/05/2018,8245.7,8064.4,8273.6,7939.8,150.32,701918,4.14388E+12,835032.7095,429181542,550633.7638752321,30487010.81,590227,1.311278008,693.28,136.064,0.004242,0.6785,1291.3,16.455,6824,2712.97,24715.09,22930.36
17/05/2018,8063,8344.6,8458.7,8022.3,154.36,635676,4.14388E+12,877620.1212,408170287,471822.8366602212,27191117.75,484081,1.589167168,668.97,132.629,0.004189,0.66298,1289.4,16.481,6861.25,2720.13,24713.98,22838.37
16/05/2018,8344.4,8477,8496.4,8120.1,188.03,617403,4.14388E+12,619517.4469,385833033,274840.34289478336,36872803.62,545325,1.390974007,706.53,139.26,0.004378,0.70749,1291.5,16.371,6846.75,2722.46,24768.93,22717.23
15/05/2018,8477,8674,8842.1,8436.5,179.62,624136,4.14388E+12,771174.863,386189649,313843.41795816197,30075024.18,536411,1.175428291,705.73,139.497,0.004532,0.68507,1290.3,16.269,6811,2711.45,24706.41,22818.02
14/05/2018,8674.1,8693.4,8878.3,8305.1,212.05,641192,4.14388E+12,879085.3561,405282614,307760.5915204034,27191117.75,549951,1.595218569,727.06,147.398,0.004448,0.72724,1318.2,16.645,6883,2730.13,24899.41,22865.86
13/05/2018,8693.5,8489.1,8758.4,8330,149.80,488836,4.14388E+12,580282.6149,296831192,204189.55545351427,30487010.81,423606,1.119194469,729.37,144.462,0.004472,0.72912,,,,,,
12/05/2018,8459.5,8409.6,8646.1,8184.1,210.87,563749,4.14388E+12,625552.4364,354168363,238363.45430174787,33988897.19,474386,1.238115952,683.94,141.54,0.004274,0.68317,,,,,,
11/05/2018,8408.3,9026,9028.7,8359.6,270.62,772234,4.14292E+12,1072543.843,453963279,321200.1810841872,26155095.5,606800,1.48618321,676.21,136.21,0.004247,0.67671,1320.7,16.752,6922.25,2727.72,24831.17,22758.48
10/05/2018,9025.7,9319.2,9393.3,9013.4,152.71,633729,4.02206E+12,754205.3831,409801309,248442.94984745578,30790397.65,559093,1.375834082,724.4,148.445,0.004791,0.74978,1322.3,16.759,6918.5,2723.07,24739.53,22497.18
09/05/2018,9319.1,9194.9,9377.9,8988,147.89,603396,4.02206E+12,721321.8188,408173367,276344.2909454524,31990023.54,526052,1.296731372,751.62,156.902,0.005023,0.79047,1313,16.539,6816.75,2697.79,24542.54,22408.88
08/05/2018,9196.4,9373.9,9404.4,9079.8,157.45,665870,4.02206E+12,924526.4101,457665949,322942.63137170236,27791332.95,572366,1.242925075,748.48,159.08,0.005255,0.80689,1313.7,16.472,6816.25,2671.92,24360.21,22508.69
07/05/2018,9431.6,9651.1,9675.6,9204.2,165.08,662775,4.02206E+12,865620.3333,455042585,335443.8260853114,29990647.07,530568,1.302788145,754.03,166.019,0.004974,0.83106,1314.1,16.495,,2672.63,24357.32,22467.16
06/05/2018,9656.4,9859.6,9957.7,9446.7,150.95,535825,4.02206E+12,767873.1825,367557686,295921.7096151154,27391457.65,453544,1.258012891,793.19,172.239,0.004939,0.86378,,,,,,
05/05/2018,9853.5,9709.5,9992.8,9691.3,158.45,606625,4.02206E+12,703961.5404,399981799,305938.50286643626,32189961.18,505788,1.102134443,818.33,178.526,0.005232,0.90121,,,,,,
04/05/2018,9708.6,9747.6,9800.9,9549,161.55,710689,4.02206E+12,975988.1594,474971539,393863.9226902731,27591395.3,613456,1.367808418,785.2,169.042,0.005248,0.8897,1314.7,16.519,6845,2663.42,24262.51,
03/05/2018,9749.7,9244.2,9809.4,9171.4,201.18,660104,4.02206E+12,883674.1192,472908789,383856.9886954504,30190584.71,588049,1.277883596,778.95,161.252,0.005489,0.88075,1312.7,16.447,6865.5,2629.73,23930.15,
02/05/2018,9243.2,9076.8,9265.7,8991.9,137.48,673769,4.02206E+12,869631.0214,413297295,353943.8520927404,27991270.6,539445,1.166173878,688.15,151.718,0.005331,0.85921,1305.6,16.375,6816.5,2635.67,23924.98,22472.78
01/05/2018,9074.9,9245.1,9245.1,8851,173.35,634217,4.02206E+12,673781.7532,371044755,287901.5661801631,31590148.24,557148,1.069123428,671.26,148.207,0.005116,0.83491,1306.8,16.127,6760.75,2654.8,24099.05,22508.03
30/04/2018,9245.1,9415.8,9456.7,9135.4,156.83,645424,4.02206E+12,751843.929,404118317,338413.27971308294,30990335.3,558093,1.335347785,670.07,148.327,0.005232,0.83137,1319.2,16.401,6820.75,2648.05,24163.15,
29/04/2018,9415.1,9352.2,9565.1,9182.8,184.72,549120,4.02206E+12,631319.8481,349875927,333139.439101051,31590148.24,496307,1.587055886,689.9,153.483,0.005451,0.86782,,,,,,
28/04/2018,9352.4,8940.8,9428.9,8895.5,199.78,541764,4.02206E+12,817049.9063,369692100,371551.86462352535,25592018.83,519477,1.484043727,683.49,152.143,0.005507,0.86288,,,,,,
27/04/2018,8940.9,9282.8,9386.3,8920.2,184.91,674680,3.94999E+12,956030.2042,481627441,491358.80090532213,27882432.43,582373,1.339551944,643.97,145.984,0.005379,0.80831,1323.4,16.497,6813.25,2669.91,24311.19,22467.87
26/04/2018,9287,8874.5,9303.6,8669.8,248.39,661663,3.83932E+12,885745.1206,435308651,625699.7713917744,26910340.43,575268,1.278576607,662.36,153.667,0.005524,0.84858,1317.9,16.533,6966,2666.94,24322.34,22319.61
25/04/2018,8873.1,9645,9753.1,8768.1,395.67,701507,3.83932E+12,1062137.203,464077729,831452.7422340772,23474977.82,571329,1.703871055,617.36,144.847,0.00507,0.795,1322.8,16.539,6977,2639.4,24083.83,22215.32
