"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"03/03/2022","33,794.66","33,972.87","34,179.07","33,641.53","369.87M","-0.29%"
"02/03/2022","33,891.35","33,379.51","34,013.67","33,379.51","402.81M","1.79%"
"01/03/2022","33,294.95","33,813.48","33,870.14","33,107.67","442.31M","-1.76%"
"28/02/2022","33,892.60","33,870.62","33,963.63","33,469.31","451.81M","-0.49%"
"25/02/2022","34,058.75","33,277.22","34,095.74","33,277.22","421.17M","2.51%"
"24/02/2022","33,223.83","32,830.33","33,269.34","32,272.64","593.19M","0.28%"
"23/02/2022","33,131.76","33,680.97","33,832.59","33,084.90","376.49M","-1.38%"
"22/02/2022","33,596.61","33,974.09","34,024.74","33,364.29","438.32M","-1.42%"
"18/02/2022","34,079.18","34,310.45","34,423.58","33,976.18","414.08M","-0.68%"
"17/02/2022","34,312.03","34,858.47","34,858.47","34,246.23","351.85M","-1.78%"
"16/02/2022","34,934.27","34,951.83","35,042.09","34,642.64","309.36M","-0.16%"
"15/02/2022","34,988.84","34,686.19","35,047.79","34,686.19","305.67M","1.22%"
"14/02/2022","34,566.17","34,694.50","34,744.56","34,304.28","373.41M","-0.49%"
"11/02/2022","34,738.06","35,267.89","35,431.15","34,620.52","410.40M","-1.43%"
"10/02/2022","35,241.59","35,630.81","35,800.24","35,100.72","416.71M","-1.47%"
"09/02/2022","35,768.06","35,614.90","35,824.28","35,614.90","339.61M","0.86%"
"08/02/2022","35,462.78","35,160.68","35,544.89","35,090.42","333.94M","1.06%"
"07/02/2022","35,091.13","35,108.38","35,325.01","34,993.98","328.91M","0.00%"
"04/02/2022","35,089.74","35,095.74","35,333.55","34,799.08","349.88M","-0.06%"
"03/02/2022","35,111.16","35,520.08","35,535.94","35,071.06","390.18M","-1.45%"
"02/02/2022","35,629.33","35,378.19","35,679.20","35,290.12","364.06M","0.63%"
"01/02/2022","35,405.24","35,151.47","35,441.09","34,977.95","394.90M","0.78%"
"31/01/2022","35,131.86","34,691.17","35,148.14","34,496.10","474.44M","1.17%"
"28/01/2022","34,725.47","34,135.24","34,731.77","33,807.51","568.44M","1.65%"
"27/01/2022","34,160.78","34,261.75","34,773.32","34,007.78","527.78M","-0.02%"
"26/01/2022","34,168.09","34,520.82","34,815.67","33,876.48","549.31M","-0.38%"
"25/01/2022","34,297.73","34,186.64","34,591.04","33,545.52","522.19M","-0.19%"
"24/01/2022","34,364.50","34,070.61","34,420.99","33,150.33","678.12M","0.29%"
"21/01/2022","34,265.37","34,701.69","34,896.67","34,229.55","523.88M","-1.30%"
"20/01/2022","34,715.39","35,102.66","35,490.20","34,670.12","369.07M","-0.89%"
"19/01/2022","35,028.65","35,412.30","35,547.83","35,015.49","393.08M","-0.96%"
"18/01/2022","35,368.47","35,661.76","35,661.76","35,262.02","427.26M","-1.51%"
"14/01/2022","35,911.81","35,996.43","35,996.43","35,641.49","396.47M","-0.56%"
"13/01/2022","36,113.62","36,312.49","36,513.88","36,044.22","349.74M","-0.49%"
"12/01/2022","36,290.32","36,336.16","36,453.49","36,168.15","317.86M","0.11%"
"11/01/2022","36,252.02","36,058.85","36,271.47","35,769.38","363.19M","0.51%"
"10/01/2022","36,068.87","36,175.21","36,175.21","35,639.91","440.30M","-0.45%"
"07/01/2022","36,231.66","36,249.59","36,382.84","36,111.53","361.42M","-0.01%"
"06/01/2022","36,236.47","36,409.05","36,464.19","36,200.68","390.19M","-0.47%"
