Date,BTC_close,BTC_open,BTC_high,BTC_low,BTC_volume,Active_Addr_Cnt,Difficulty,Mean_Block_Size(in_bytes),Sum_Block_Weight,Total_Fees(USD),Mean_Hashrate,Xfer_Cnt,Mean_Tx_size(native_units),ETH,LTC,DOGE,XRP,GOLD,SILVER,COPPER,S&P500,DJI,JP225,edit_count,sentiment,neg_sentiment,BTC_target
2010-07-20,0.0,0.0,0.0,1.5075020841216315e-06,9.005763688760808e-05,0.0003865056811943,0.0,0.0002660054791259,0.00066683665312,0.0,1.1309598757911299e-13,0.0002894921690164,0.0299176429238363,0.0,0.0,0.0,0.0,0.1393410472641696,0.1607787764411981,0.0,0.0096710354355699,0.0091053724494514,0.0506639467012348,2.2666666666666666,0.1303083552424384,0.1789072039072039,0
2010-07-21,0.0,0.0,0.0,1.5075020841216315e-06,0.0004102625680435,0.0002752388941838,0.0,7.392627867538868e-05,0.0002846731423035,0.0,7.012066526554728e-13,0.0001126619270283,0.0506626861148622,0.0,0.0,0.0,0.0,0.1394391057070014,0.1637657153718739,0.0,0.0059663834168146,0.0050242710480856,0.0497030442792543,2.6,0.0919251562892961,0.1996354952237305,0
2010-07-22,0.0,0.0,0.0,1.5075020841216315e-06,0.001991274415626,0.0001361554104207,0.0,6.154843741616067e-05,0.0001567770484014,0.0,0.0,9.64973896721342e-05,0.0796217484277038,0.0,0.0,0.0,0.0,0.1431653265346146,0.1723735302902762,0.6560567734682405,0.0123888471037569,0.0125491164264424,0.0471286431995607,2.6333333333333333,0.0588142555693355,0.2329688285570638,0
2010-07-23,0.0,0.0,0.0,1.5075020841216315e-06,0.0022314281139929,0.000180808528892,0.0,4.517373687912575e-05,0.000168653378065,2.831738556503941e-11,4.071525733417463e-13,9.208887948406716e-05,0.044526891679185,0.0,0.0,0.0,0.0,0.1355167679937243,0.1718576044749775,0.6575089001311598,0.0147866024420298,0.0163650562545312,0.0564613468893283,2.5,0.0303154812991189,0.2329688285570638,0
2010-07-24,0.0,0.0,0.0,1.5075020841216315e-06,0.0003302113352545,0.0004033421029129,0.0,0.0004351535883984,0.0011404547611767,0.0,2.9405407931372657e-13,0.0004726902590538,0.0274590042997935,0.0,0.0,0.0,0.0,0.1355167679937243,0.1718576044749775,0.6575089001311598,0.0147866024420298,0.0163650562545312,0.0564613468893283,2.5,0.0303154812991189,0.2329688285570638,0
2010-07-25,0.0,0.0,0.0,1.5075020841216315e-06,0.0013808837656099,0.001260535573895,0.0,0.0011076319446073,0.0035548529627026,6.873297991497442e-09,1.2440784214104059e-12,0.001447460845082,0.0104890435111595,0.0,0.0,0.0,0.0,0.1355167679937243,0.1718576044749775,0.6575089001311598,0.0147866024420298,0.0163650562545312,0.0564613468893283,2.6333333333333333,0.0282482988376982,0.2496354952237305,0
2010-07-26,0.0,0.0,0.0,1.5075020841216315e-06,0.0007104546910022,0.0006163594385712,0.0,0.0002314569352687,0.0009113487019546,3.925644057693919e-09,1.515514305787873e-12,9.355838288008952e-05,0.1820983137793247,0.0,0.0,0.0,0.0,0.1309080211806237,0.1745458495125858,0.6685872212853663,0.018080515504062,0.0201246818807004,0.0596910096761052,2.6333333333333333,0.0282482988376982,0.2496354952237305,0
2010-07-27,0.0,0.0,0.0,1.5075020841216315e-06,0.0032020493115593,0.0002686507291634,1.2320465755416666e-12,0.0001371554376357,0.0002944390624311,1.8355540955799734e-09,1.0075373187154105e-12,0.0001278467954539,0.0579065033696463,0.0,0.0,0.0,0.0,0.10629535202981,0.1589594590925137,0.659968146899007,0.0177684605823957,0.0205819084472794,0.059388478677784,2.6333333333333333,0.0282482988376982,0.2496354952237305,0
2010-07-28,0.0,0.0,0.0,1.5075020841216315e-06,0.0042227025296189,0.0001873966939123,1.2946930115861582e-12,0.0017774505832582,0.0037544660486599,2.890800060363291e-09,8.570075167110926e-13,6.80869906823688e-05,0.1628337746137455,0.0,0.0,0.0,0.0,0.1086487546577763,0.1539359708909223,0.6704375117106989,0.015712098662698,0.0190972274019685,0.059388478677784,2.5,0.0188094880918232,0.2413021618903972,0
2010-07-29,0.0,0.0,0.0,1.5075020841216315e-06,0.0078950528338136,9.223431028500404e-05,1.2946930115861582e-12,0.0002796975608648,0.0006940451080622,2.907360029442814e-09,1.4959965881495017e-12,6.465814942498331e-05,0.0497967753925885,0.0,0.0,0.0,0.0,0.1192390664836244,0.1587150731800038,0.6760820685778527,0.014485216064694,0.0179515503933789,0.059388478677784,2.566666666666667,0.0051288485599459,0.2524132730015083,0
2010-07-30,0.0,0.0,0.0,1.5075020841216315e-06,0.0028518251681075,0.0001273711903935,1.2946930115861582e-12,7.781581919112359e-05,0.0002144967492095,9.065066644755115e-10,1.5568531676100952e-12,3.526808150453636e-05,0.0627233598202975,0.0,0.0,0.0,0.0,0.1316924887232793,0.169658131262389,0.6821950534007869,0.0145038860172723,0.0179060515017617,0.0611854506134804,2.566666666666667,0.0051288485599459,0.2524132730015083,0
2010-07-31,0.0,0.0,0.0,1.5075020841216315e-06,0.0038524655779699,5.197330182726416e-05,1.2946930115861582e-12,2.2355644142426276e-05,0.0001319111480442,9.785694871586347e-10,2.1958422390485053e-12,0.0,0.0741901139807787,0.0,0.0,0.0,0.0,0.1316924887232793,0.169658131262389,0.6821950534007869,0.0145038860172723,0.0179060515017617,0.0611854506134804,2.566666666666667,0.0051288485599459,0.2524132730015083,0
2010-08-01,0.0,0.0,0.0,1.5075020841216315e-06,0.0024315561959654,0.0001566519238173,1.2946930115861582e-12,5.869935878229196e-06,0.0001690701839483,8.280772268842684e-10,3.2912506435435477e-12,2.6940895593743043e-05,0.9471800435665352,0.0,0.0,0.0,0.0,0.1316924887232793,0.169658131262389,0.6821950534007869,0.0145038860172723,0.0179060515017617,0.0611854506134804,2.566666666666667,0.0051288485599459,0.2524132730015083,0
2010-08-02,0.0,0.0,0.0,1.5075020841216315e-06,0.0034321966058277,0.0001639721071733,1.2946930115861582e-12,8.518958687947416e-06,0.0001844708975369,5.888466086540878e-10,3.382535512734435e-12,3.869692276192183e-05,0.1988477850122507,0.0,0.0,0.0,0.0,0.1331633653657582,0.1810084991989572,0.7019861345325089,0.0209743581537016,0.0256796490170747,0.0626519041016717,2.566666666666667,0.0051288485599459,0.2524132730015083,0
2010-08-03,0.0,0.0,0.0,1.5075020841216315e-06,0.0096561799551713,0.0004245706346452,1.2946930115861582e-12,0.000165643402103,0.0006268496684377,0.0,2.926113673228897e-12,0.0002973295204618,0.0395852345452011,0.0,0.0,0.0,0.0,0.1352225926652286,0.181062807179515,0.6938120667041409,0.0195341046690884,0.0242624704257204,0.0681472175366691,2.6666666666666665,-0.0278944849895535,0.2857466063348416,0
2010-08-04,0.0,0.0,0.0,1.5075020841216315e-06,0.0033221261607428,0.0002247296290277,1.2946930115861582e-12,2.3823888855511592e-05,0.0002365241487409,0.0,3.412963802464733e-12,8.523119696929619e-05,0.0698036427500869,0.0,0.0,0.0,0.0,0.1434595018631106,0.1771254785890786,0.7011429642121042,0.0213424229331029,0.0259052787664877,0.059054850513703,2.6333333333333333,-0.0590967337218025,0.2857466063348416,0
2010-08-05,0.0,0.0,0.0,1.5075020841216315e-06,0.0048631123919308,0.0003052516459432,1.6705716278531078e-12,0.0002046727063264,0.0007009355951971,0.0,3.1230102735627654e-12,0.0001748709041266,0.0573082209954815,0.0,0.0,0.0,0.0,0.146793488919396,0.1782931001710701,0.6910014989694585,0.0209610224732886,0.0257020255211487,0.0663662384290778,2.6333333333333333,-0.0590967337218025,0.2857466063348416,0
2010-08-06,0.0,0.0,0.0,1.5075020841216315e-06,0.0012307877041306,0.0001698282538581,3.5499647091878528e-12,0.0001799278751625,0.0003019362923075,6.657739861856115e-09,2.4690075731717624e-12,9.992623092951968e-05,0.0406626543123603,0.0,0.0,0.0,0.0,0.1526769954893116,0.1823933527031797,0.6884719880082443,0.0198488267268373,0.0249031843257064,0.0658420290634111,2.566666666666667,-0.0540048748182355,0.2690799396681749,0
2010-08-07,0.0,0.0,0.0,1.5075020841216315e-06,0.0024515690041626,6.734568687476487e-05,3.5499647091878528e-12,4.111290883385184e-05,5.098749438842105e-05,0.0,2.820030729691412e-12,7.347516980111738e-06,0.1016895752710386,0.0,0.0,0.0,0.0,0.1526769954893116,0.1823933527031797,0.6884719880082443,0.0198488267268373,0.0249031843257064,0.0658420290634111,2.5,-0.054639039429734,0.2524132730015083,0
2010-08-08,0.0,0.0,0.0,1.5075020841216315e-06,0.0020313000320204,0.0001266391720579,3.5499647091878528e-12,4.410793306625183e-05,0.0001798227205339,0.0,4.750663103447299e-12,8.18023557119107e-05,0.0226030686160952,0.0,0.0,0.0,0.0,0.1526769954893116,0.1823933527031797,0.6884719880082443,0.0198488267268373,0.0249031843257064,0.0658420290634111,2.466666666666667,-0.0244729101585446,0.2190799396681749,0
2010-08-09,0.0,0.0,0.0,1.5075020841216315e-06,0.0134686199167467,0.0002737748575126,3.5499647091878528e-12,0.0004532276917134,0.0011944021049393,1.421307471402781e-08,4.355759545913786e-12,0.0001062940789789,0.1489678831265649,0.0,0.0,0.0,0.0,0.1500294175328496,0.1761479349390393,0.6935075885328836,0.0214891154176468,0.0265885080242143,0.0627487495607525,2.466666666666667,-0.0244729101585446,0.2190799396681749,0
2010-08-10,0.0,0.0,0.0,1.5075020841216315e-06,0.001140730067243,0.0001332273370783,3.5499647091878528e-12,2.466685832503359e-05,0.0001078630313821,0.0,4.399637440478742e-12,3.330874364317322e-05,0.1108592182733838,0.0,0.0,0.0,0.0,0.145518729162581,0.1738669997556141,0.6817032040472175,0.0196941328340454,0.0245559755708246,0.0617962877980496,2.033333333333333,-0.0351783379457874,0.2088235294117647,0
2010-08-11,0.0,0.0,0.0,1.5075020841216315e-06,0.0138988952929875,0.0002313177940481,3.5499647091878528e-12,3.559396167638582e-05,0.0002480469848072,0.0,6.242514025104717e-12,5.486146011816768e-05,0.1518539978701015,0.0,0.0,0.0,0.0,0.1466954304765642,0.1669155782442229,0.6722175379426644,0.0112686499490576,0.0146573560519492,0.0503258760849024,1.7333333333333334,-0.0255850103263761,0.1866013071895424,0
2010-08-12,0.0,0.0,0.0,1.5075020841216315e-06,0.0018912103746397,0.0001485997221258,3.5499647091878528e-12,3.734522558525584e-05,0.0002103603465191,0.0,5.540465205616509e-12,0.0001062940789789,0.0382991448655301,0.0,0.0,0.0,0.0,0.1638556579721515,0.171341678659679,0.6774639310474049,0.009705708204644,0.0124614751188192,0.0467603639079186,1.9,-0.0438342635927636,0.1977124183006536,0
2010-08-13,0.0,0.0,0.0,1.5075020841216315e-06,0.0034221902017291,0.0002774349491906,3.5499647091878528e-12,0.0001395198734513,0.0004987794657489,0.0,5.452709416486598e-12,0.000132255305642,0.0509092184175741,0.0,0.0,0.0,0.0,0.1637575995293194,0.1725364542319494,0.668235900318531,0.0085428368726229,0.0118349330047468,0.0485759941430709,1.7666666666666666,-0.0418071597911953,0.1810457516339869,0
2010-08-14,0.0,0.0,0.0,1.5075020841216315e-06,0.0042327089337175,0.0001141948603528,3.5499647091878528e-12,3.056391383233047e-05,0.0003574506151506,0.0,8.348655470671521e-12,3.2329074712491654e-05,0.0535004654062544,0.0,0.0,0.0,0.0,0.1637575995293194,0.1725364542319494,0.668235900318531,0.0085428368726229,0.0118349330047468,0.0485759941430709,1.6666666666666667,-0.0452911754546601,0.1810457516339869,0
2010-08-15,0.0,0.0,0.0,1.5075020841216315e-06,0.0042927473583093,4.6849173478097296e-05,4.427014813810735e-12,8.317784253259158e-06,0.0001030301935448,0.0,6.175589332840413e-12,1.567470289090504e-05,0.0838655318164945,0.0,0.0,0.0,0.0,0.1637575995293194,0.1725364542319494,0.668235900318531,0.0085428368726229,0.0118349330047468,0.0485759941430709,1.4666666666666666,-0.0768742021684553,0.1810457516339869,0
2010-08-16,0.0,0.0,0.0,1.5075020841216315e-06,0.010566762728146,0.0002576704541295,6.891107964894069e-12,0.0002421367274671,0.0004242450769632,2.0509153508559243e-09,5.392411775132254e-12,0.0001454808362062,0.1043609119797036,0.0,0.0,0.0,0.0,0.1731712100411846,0.1811714231406304,0.6768315533071013,0.0085775096416969,0.0117924176470061,0.0460531255094937,1.4666666666666666,-0.0768742021684553,0.1810457516339869,0
2010-08-17,0.0,0.0,0.0,1.5075020841216315e-06,0.0130283381364073,5.709743017643108e-05,6.891107964894069e-12,0.0001049859491636,8.977154563524255e-05,0.0,4.244641146522252e-12,6.80869906823688e-05,0.1192529052220186,0.0,0.0,0.0,0.0,0.175230437340655,0.1857332935074808,0.6768315533071013,0.0120874607264211,0.0156650446187491,0.0444987114667245,1.4,-0.0705227461223508,0.1643790849673202,0
2010-08-18,0.0,0.0,0.0,1.5075020841216315e-06,0.0027817803394172,0.0002203375190141,6.891107964894069e-12,0.0006127210326842,0.0010073617837924,4.957527638573463e-09,4.499699893741749e-12,0.0001097229202363,0.0702386911238361,0.0,0.0,0.0,0.0,0.1782702490684449,0.1803839574225432,0.6768315533071013,0.0125195367718051,0.0160264251595445,0.0480020293121885,1.3,-0.1328035306696798,0.1977124183006536,0
2010-08-19,0.0,0.0,0.0,1.5075020841216315e-06,0.0005703650336215,4.6117155142502014e-05,6.891107964894069e-12,8.228074713737698e-05,7.038215802375171e-05,0.0,4.62723052057595e-12,6.465814942498331e-05,0.0512771488581422,0.0,0.0,0.0,0.0,0.182192586781722,0.1784560241127434,0.683342701892449,0.0075773336107154,0.01064375710454,0.0534280404920637,1.3,-0.1328035306696798,0.1977124183006536,0
