"Date","BTC_close","BTC_open","BTC_high","BTC_low","BTC_volume","BTC_change","difficulty","addresses_active_count","sum_block_weight","mean_block_size_bytes","total_fees_usd","mean_hash_rate","xfer_cnt","mean_tx_size_usd","ETH","LTC","XRP","DOGE","COPPER","GOLD","SILVER","SPX","JP225","DJI"
"6/22/2023","29890.5","29992.8","30497.8","29590.4","79.22","-0.0035","52350439455487","1000988","547153915","1650655.2992701","1292777.7232922972","356522561.51335","953689","12115.8257691119","1872.32","85.97","0.49401","0.065567","3.89","1923.7","22.467","4381.89","33445","34210"
"6/21/2023","29996.9","28307.7","30769.5","28270.5","143.49","0.0597","52350439455487","920555","483181576","1611773.4132231","1347975.887305598","314884890.56074","906309","18307.383417163044","1889.87","85.12","0.49995","0.065644","3.9135","1944.9","22.81","4365.69","33390","34235"
"6/20/2023","28307.7","26845.9","28393","26665.5","100.55","0.0544","52350439455487","951926","543133484","1677592.3161765","1052363.9361120176","353920204.97091","1037188","11895.597338940846","1791.61","80.31","0.4927","0.063108","3.8835","1947.7","23.234","4388.71","33155","34356"
"6/19/2023","26845.9","26339.7","27029.7","26295.1","46.45","0.0192","52350439455487","920552","567091224","1758290.1338028","851431.8968757584","369534332.98341","929020","14154.042409219404","1737.06","77.51","0.49341","0.062429","3.8643","1964.05","24.062","","",""
"6/18/2023","26339.7","26515","26679.3","26290.6","27.31","-0.0066","52350439455487","883864","603064705","1985674.6953642","794670.778268415","392955523.12847","992188","10138.3393071561","1720.98","77.2","0.48699","0.062107","3.8738","1969.45","24.198","","",""
"6/17/2023","26515","26341.3","26767.3","26183.5","35.86","0.0066","52350439455487","863600","559141195","1724509.7857143","1041701.4398743205","364329623.64591","988220","8047.5559404534015","1727.79","76.87","0.4794","0.062193","","","","","",""
"6/16/2023","26341.3","25591.9","26472.8","25276","69.24","0.0293","52350439455487","958674","603058074","1648389.6470588","1215427.1484779434","398160232.46597","1164425","9283.529807662368","1717.92","76.12","0.47579","0.062172","3.889","1971.2","24.126","4409.59","33650","34582.19"
"6/15/2023","25591.3","25129.5","25732.8","24838","68.38","0.0184","52350439455487","919869","591077586","1769759.3716216","1057610.5511839262","385148460.99591","1022218","11348.458382649267","1666.96","74.62","0.48031","0.061509","3.901","1970.7","23.947","4425.84","33360","34420"
"6/14/2023","25129.5","25929","26051.7","24847.4","60.82","-0.0308","52350439455487","828183","479257337","1606832.6446281","998454.5128060305","312665624.1003","830033","12137.71912318014","1650.96","73.17","0.48011","0.060413","3.87","1968.9","24.105","4372.59","33455","33990"
"6/13/2023","25929.4","25906.9","26428.9","25726.4","56.24","0.0009","51234338863443","933842","583050393","1805019.3469388","952620.5538128684","374390300.25954","938957","11711.444154703762","1739.6","77.49","0.51911","0.061726","3.831","1958.6","23.822","4369.01","33325","34228"
"6/12/2023","25906.8","25927.9","26080.7","25635","40.75","-0.0008","51234338863443","985947","626993730","1695714.9936306","1116268.0486355112","399859030.28902","863628","15527.346914416521","1742.6","77.5","0.525","0.061436","3.752","1969.7","24.059","4338.93","32602.5","34389"
"6/11/2023","25928.4","25843.3","26190.1","25660.8","39.20","0.0033","51234338863443","872589","650959534","2000581.3865031","904214.9493629627","415140264.6392","851962","13433.500799529082","1752.8","77.69","0.52074","0.061528","","","","","",""
"6/10/2023","25844","26479.3","26525.1","25468.3","83.57","-0.024","51234338863443","943047","615037104","1893082.987013","1263306.0663056935","392218409.44643","869409","7943.3849758078095","1751.56","77.17","0.50682","0.061765","","","","","",""
"6/9/2023","26479.3","26501.1","26773.9","26326.7","38.96","-0.0008","51234338863443","1020140","674915224","1632991.6923077","1939560.5148240079","430421502.65689","922364","8706.162449218697","1840.41","89.29","0.53799","0.069462","3.789","1977.2","24.41","4298.86","31965","34202"
"6/8/2023","26501.1","26341.8","26784.4","26231.3","39.95","0.006","51234338863443","964762","611050797","1699174.4805195","1821392.389842406","392218409.44643","910744","10526.215180919378","1845.68","88.5","0.52377","0.067941","3.795","1978.6","24.348","4293.93","31650","34159"
"6/7/2023","26342.5","27230.2","27342","26141","77.48","-0.0326","51234338863443","1004588","539169704","1623098.5037037","2527313.1862614006","343827827.89167","942350","12005.228047662886","1832.1","88.83","0.51828","0.067284","3.756","1958.4","23.529","4267.52","31850","33709"
"6/6/2023","27230.2","25745.6","27325.2","25425.6","88.61","0.0576","51234338863443","1032895","603026799","1693990.8675497","2304133.1699191798","384577792.27133","1008789","13323.563281318786","1884.17","90.92","0.52989","0.07025","3.7685","1981.5","23.67","4283.85","32365","33617"
"6/5/2023","25747.4","27122.3","27125.5","25437.5","85.42","-0.0507","51234338863443","884289","551138855","1601872.9057971","1540297.4807379814","351468445.06676","824344","13907.740559141152","1811.2","87.7","0.50896","0.066441","3.768","1974.3","23.635","4273.79","31952.5","33619"
"6/4/2023","27122.3","27070.9","27410.2","26956.1","23.81","0.0019","51234338863443","879948","591072352","1791976.2635135","1010431.3251301444","376937175.09624","799256","8836.834262820672","1890.04","94.25","0.53581","0.072487","","","","","",""
"6/3/2023","27072","27246","27317.5","26931.4","20.62","-0.0063","51234338863443","873884","519169235","1687832.3923077","1200054.4374340011","331093464.71068","901712","8578.540919541323","1892.05","96.02","0.5188","0.072708","","","","","",""
"6/2/2023","27244.7","26819","27299.4","26541.3","49.37","0.0159","51234338863443","982760","654956417","1638043.4207317","2048571.4049891806","417687139.4759","1059991","8742.44425743538","1907.1","95.48","0.52467","0.072571","3.7275","1969.6","23.747","4282.37","31550","33817"
"6/1/2023","26819","27216.4","27340.9","26662.3","51.98","-0.0146","51234338863443","919298","527180525","1569374.2272727","1839439.924642026","336187210.71658","872832","11599.943029375614","1861.77","94.18","0.50649","0.071434","3.711","1995.5","23.987","4221.02","31145","33103"
"5/31/2023","27216.1","27696.9","27825","26865.1","63.08","-0.0174","51234338863443","925966","563145971","1707397.0567376","1883175.5341035193","350148490.60784","967292","11875.213236151361","1873.63","90.45","0.51678","0.071661","3.637","1982.1","23.587","4179.83","30893","32979"
"5/30/2023","27698.2","27738.9","28033.6","27583.8","45.19","-0.0015","49549703178593","959148","615031857","1685922.2727273","2250264.4325484275","379321880.60529","1053914","12039.464420073236","1900.59","92.24","0.52053","0.072312","3.663","1977.1","23.239","4205.52","31090","33089"
"5/29/2023","27739.4","28068.4","28431.2","27548.8","54.56","-0.0118","49549703178593","912071","642968360","1731199.5679012","1973575.762710785","399026915.02231","1054640","9413.575208936038","1892.61","90.86","0.4944","0.073135","3.6717","1959.75","23.267","","",""
"5/28/2023","28071.2","26855.3","28181.9","26788.5","55.23","0.0452","49549703178593","863880","639046387","1686195.7","1760505.3300603651","394100656.41805","992045","6676.455321352732","1908.35","91.46","0.48201","0.073537","3.675","1961.5","23.413","","",""
"5/27/2023","26857.5","26711.2","26882.9","26591.2","18.68","0.0055","49549703178593","877266","579095254","1810459.7241379","1635502.0231066654","357153718.65961","989296","5467.345830729481","1829.91","88.58","0.4718","0.072608","","","","","",""
"5/26/2023","26711.5","26475.5","26911.6","26330","45.88","0.0089","49549703178593","963216","607060605","1650252.745098","2635194.1145617445","376858753.07662","1096319","7905.449162264878","1827.8","87.16","0.46847","0.070962","3.6755","1963.1","23.248","4205.45","30955","33125"
"5/25/2023","26475.8","26327.1","26589.2","25892.5","50.17","0.0056","49549703178593","923963","603023896","1727154.0264901","2420263.3811340113","371932494.47237","1009104","9681.443863848064","1805.69","86.69","0.45374","0.070884","3.5825","1943.1","22.803","4151.28","30830","32806"
"5/24/2023","26328.4","27220.7","27220.7","26088.7","72.65","-0.0328","49549703178593","859470","563148579","1803820.3404255","1719604.4832089776","347301204.99801","872942","10499.109347547483","1799.91","85.83","0.45306","0.070656","3.5615","1962.8","23.132","4115.24","30625","32854"
"5/23/2023","27220.7","26851.6","27448.1","26804.1","50.89","0.0139","49549703178593","859507","614999224","1788545.5779221","1911905.2545760898","379321880.60529","1011575","11139.4019292728","1854.08","91.7","0.4651","0.07288","3.6545","1972.4","23.509","4145.58","30875","33132"
"5/22/2023","26847.3","26749.9","27048.9","26546.1","35.56","0.0036","49549703178593","817592","571024214","1697739.3263889","1898365.4061586014","354690591.13094","967891","7554.787236278551","1817.19","90.85","0.4617","0.07292","3.685","1974.8","23.743","4192.63","31030","33360"
"5/21/2023","26749.9","27116.2","27257.1","26677.6","27.42","-0.0135","49549703178593","775828","603059739","1862279.2450331","1916877.2990339105","371932494.47237","909689","5229.640229471464","1804.89","92.22","0.4575","0.072114","","","","","",""
"5/20/2023","27116.2","26883","27147.2","26831.3","17.72","0.0087","49549703178593","719434","519180786","1716460.8549618","2210252.3207936124","322669911.97675","844257","5388.868278752744","1819.68","92.43","0.46843","0.073629","","","","","",""
"5/19/2023","26882.9","26828.2","27154.7","26711.3","36.67","0.002","49549703178593","904374","599030798","1725427.3333333","3165928.0421568775","369469366.9437","1048907","8015.067358674553","1812.32","91.72","0.46754","0.073494","3.732","1978.7","23.948","4191.98","30905","33496"
"5/18/2023","26828","27403.8","27467","26449.8","63.39","-0.021","49549703178593","814709","563126569","1642587.3687943","2894899.916859015","345151895.57296","941562","9900.873384844122","1800.99","90.38","0.45977","0.07343","3.6895","1956.5","23.523","4198.05","30585","33618"
"5/17/2023","27403.1","27035.5","27465.3","26597.7","58.14","0.0136","48005534313579","841652","638993663","1672354.8875","2541524.7737283767","381818888.32897","1051887","10235.43489858694","1821.73","93.79","0.44807","0.074784","3.7545","1980.7","23.789","4158.77","30055","33478"
"5/16/2023","27035.3","27183.9","27295.3","26881.9","45.29","-0.0055","48005534313579","814467","607048199","1711911.9738562","3064361.408455389","365114312.32969","1051837","10699.781004306811","1823.98","89.86","0.44264","0.072751","3.667","1988.4","23.783","4109.9","29835","33060"
"5/15/2023","27183.9","26920.4","27651.7","26752.1","53.27","0.0098","48005534313579","817441","587087378","1738730.829932","2490361.1060069688","350796102.85758","978567","8720.480651439131","1817.11","86.94","0.42736","0.071953","3.751","2018","24.175","4136.28","29660","33398"
"5/14/2023","26920","26777.4","27176.1","26609.9","26.35","0.0053","48005534313579","835319","690935062","1726875.591954","2264044.492415753","415228040.32753","1066596","4802.946924957614","1799.36","83.52","0.42522","0.071967","","","","","",""
"5/13/2023","26777.5","26798.7","27011.9","26695.6","27.95","-0.0008","48005534313579","705679","583080843","1708950.0689655","2991931.129763309","346023366.36688","1035794","5398.888645782105","1794.95","80.25","0.42401","0.071665","","","","","",""
"5/12/2023","26799.2","26983.1","27044","25853.1","87.49","-0.0068","48005534313579","809188","559126712","1671339.8652482","4589890.762728666","336477896.82184","990350","9660.008955905283","1807.31","80.45","0.43049","0.072369","3.7285","2019.8","24.154","4124.08","29415","33355"
"5/11/2023","26983.5","27604.3","27607.4","26766.2","62.85","-0.0225","48005534313579","831417","599039915","1737508.1258278","5216293.237206091","360341575.83899","1031148","8235.067179184287","1794.71","80.88","0.42063","0.071955","3.71","2020.5","24.424","4130.62","29130","33371"
"5/10/2023","27603.3","27634.3","28311.7","26885.7","91.45","-0.0011","48005534313579","891517","678881291","1679516.5705882","9105104.372811798","405682570.78249","1187659","8153.018695113752","1840.92","80.94","0.43026","0.073154","3.841","2037.1","25.658","4137.64","29145","33602"
"5/9/2023","27634.9","27670.5","27816","27366.3","49.75","-0.0013","48005534313579","772112","599060920","1658882.0728477","12127249.936431035","360341575.83899","1043038","8663.00072398765","1846.56","79.88","0.42886","0.073114","3.9015","2042.9","25.898","4119.17","29250","33637"
"5/8/2023","27670.5","28424.8","28627.8","27280.3","85.72","-0.0265","48005534313579","696710","555110709","1700665.1459854","17419674.254894998","326932423.84043","1016576","8385.844357117217","1847.48","77.78","0.4283","0.072415","3.9295","2033.2","25.834","4138.12","28960","33685"
"5/7/2023","28424.8","28857.1","29122","28419.6","36.50","-0.015","48005534313579","549932","547126286","1693251.2517986","12133277.615301741","331705160.33114","998100","9611.719861455547","1870.99","83.44","0.4489","0.076502","","","","","",""
"5/6/2023","28857.1","29512.8","29816.4","28414.9","58.94","-0.0222","48005534313579","764917","591072767","1665560.590604","5263441.609986315","355568839.34829","1094933","7431.144521015314","1896.48","83.25","0.4582","0.076741","","","","","",""
"5/5/2023","29513.2","28842.2","29653.9","28825.3","74.52","0.0233","48005534313579","822037","475250393","1607110.2268908","4033169.4387100167","283977798.86047","920227","10712.242598290775","1993.33","88.61","0.46706","0.080201","3.883","2024.8","25.93","4136.25","28790","33739"
"5/4/2023","28842.1","29023.6","29352.7","28687.4","53.80","-0.0063","48005534313579","914598","583054774","1588979.0205479","3386063.6730098883","351712781.63477","1063909","11014.76768687911","1877.06","88.37","0.46101","0.07839","3.863","2055.7","26.358","4061.22","28745","33196"
"5/3/2023","29023.6","28669.1","29244.7","28164.4","81.22","0.0124","48712405953118","953701","559096737","1604203.4042553","3500629.322900749","341432464.78981","1049692","8564.299805035309","1904.74","88.87","0.46343","0.079598","3.845","2037","25.681","4090.75","28900","33492"
"5/2/2023","28669.1","28079","28877.4","27913.2","65.33","0.0211","48712405953118","820724","515223330","1642196.2093023","3377644.6289899023","312374380.45431","954870","8228.105080732645","1869.74","88.13","0.46457","0.078774","3.8625","2023.3","25.619","4119.58","29130","33772"
"5/1/2023","28077.6","29252.1","29329.6","27685.9","84.36","-0.0402","48712405953118","929691","726837649","1670167.3736264","1971401.847197733","440714244.21866","1279791","6970.313414477366","1830.75","86.76","0.4649","0.078824","3.934","1992.2","25.23","4167.87","29165","34152"
"4/30/2023","29252.1","29235.1","29941.3","29095","47.62","0.0006","48712405953118","767567","591042472","1641819.1891892","1391711.3690575014","358383012.24203","1070610","6250.82992495741","1868.88","88.14","0.47052","0.079462","","","","","",""
"4/29/2023","29234.1","29318.4","29425.5","29058.5","25.72","-0.003","48712405953118","803633","547139664","1605427.8832117","1236261.829275917","331746436.67798","1032144","6771.025540039959","1907.8","91.06","0.47798","0.081576","","","","","",""
"4/28/2023","29321.8","29475.9","29587.2","28927.8","69.88","-0.0052","48712405953118","957827","587068178","1609769.6870748","1357328.1718361308","355961503.47059","1090266","8177.124174567009","1891.14","89.63","0.47971","0.080334","3.8905","1999.1","25.226","4169.48","28875","34200"
"4/27/2023","29475.9","28424.5","29859.8","28392.4","121.63","0.037","48712405953118","892914","519216119","1557110.3230769","1236783.726294127","314795889.22576","957631","10533.405234539672","1908.81","89.73","0.4667","0.080137","3.884","1999","25.209","4135.35","28445","33929"
"4/26/2023","28424.6","28298.8","29995.7","27307.8","164.31","0.0044","48712405953118","893248","519184178","1606681.4923077","954058.047875214","314795889.22576","962288","9860.366444935351","1866.05","88.12","0.4618","0.078608","3.8615","1986.9","25.071","4055.99","28405","33424"
"4/25/2023","28298.8","27510.1","28375.6","27201.1","65.31","0.0287","48712405953118","895988","499209440","1603640.248","744671.6993483544","302688355.82945","881094","9392.795497143436","1865.95","91","0.46967","0.079745","3.865","1995.1","25.088","4071.63","28625","33652"
"4/24/2023","27509.3","27591.4","27978.8","27054.3","66.74","-0.003","48712405953118","998948","560663164","1701940.4326241","591009.0980801801","341432464.78981","857088","9939.772666168374","1841.88","88.31","0.4607","0.07875","3.9645","1990.6","25.524","4137.04","28590","34001"
"4/23/2023","27591.4","27813.8","27815","27388.5","41.77","-0.008","48712405953118","840711","548967195","1604049.1632653","378556.38579039427","355961503.47059","931671","7356.700160692638","1862.05","86.77","0.46485","0.078778","","","","","",""
"4/22/2023","27813.9","27264.8","27872","27165.7","44.30","0.0201","48712405953118","914896","545384210","1668640.5234899","450816.18372023595","360804517.5265","903376","8518.184596131356","1873.95","87","0.47191","0.08027","","","","","",""
"4/21/2023","27264.8","28240.5","28353.4","27171.1","98.72","-0.0346","48712405953118","1015546","579090813","1799684.8965517","645228.1018161105","351118489.41467","978508","11959.740791635386","1849.81","85.33","0.44923","0.078427","3.9865","1981.3","25.28","4133.52","28570","33950"
"4/20/2023","28240.5","28813.7","29082.1","28032.4","95.45","-0.0199","48712405953118","951443","518079900","1686500.0075188","599827.329381454","319518832.83466","825682","12887.270390893436","1942.72","90.18","0.4752","0.083894","4.0325","2009.8","25.595","4129.79","28650","33909"
"4/19/2023","28813.7","30382.2","30408.4","28641.1","111.27","-0.0516","47887764338536","985732","555118018","1776266.0143885","613748.6741677626","330891401.89657","825463","11617.352517881422","1935.97","90.5","0.49111","0.087892","4.081","1998","25.59","4154.52","28600","34033"
"4/18/2023","30382.2","29434.1","30470.1","29149.2","76.58","0.0322","47887764338536","1149264","658952534","1780053.3554217","609394.3140206408","395165271.18175","839721","12760.377946685414","2103.34","101.77","0.53184","0.093953","4.0965","2010.3","25.484","4154.87","28660","34124"
"4/17/2023","29434.9","30310.8","30312.2","29274","71.90","-0.0289","47887764338536","984242","618997704","1788407.4","618934.823019327","368979620.35135","842950","15371.079673909348","2074.74","98.83","0.51089","0.091392","4.066","1994.2","25.088","4151.32","28530","34129"
"4/16/2023","30310.3","30299.2","30545.3","30134.6","34.48","0.0004","47887764338536","840992","495223185","1866594.2903226","484205.91537749337","295183695.59549","679810","13454.406405111895","2119.29","100.03","0.52089","0.090465","","","","","",""
"4/15/2023","30299.6","30472.6","30586.5","30208.8","31.71","-0.0057","47887764338536","1045660","631025193","1839875.3544304","630623.2853667132","376121160.24039","783876","17801.525541196926","2090.59","96.66","0.5193","0.08889","","","","","",""
"4/14/2023","30472.5","30387.4","30964.9","30026","98.38","0.0028","47887764338536","1016042","559166432","1759535.4357143","858535.2971885926","333271914.05027","900976","19193.064378199353","2099.98","96.34","0.52269","0.088707","4.1065","2002.2","25.46","4137.64","28430","34037"
"4/13/2023","30387.4","29892.4","30524.1","29864.5","65.87","0.0168","47887764338536","1009669","567094231","1812112.5492958","767012.8081097599","338032941.78561","863386","12964.47180003802","2012.11","94.19","0.51244","0.087344","4.124","2041.3","25.925","4146.22","28205","34190"
"4/12/2023","29886.4","30209.8","30473","29679.5","78.69","-0.0107","47887764338536","1056542","635037442","1933495.91875","757368.7836819463","380882187.97573","897154","25387.788834714265","1916.58","92.02","0.50473","0.083398","4.081","2010.9","25.458","4091.95","28095","33813"
"4/11/2023","30209.6","29641","30484.6","29597.8","89.38","0.0192","47887764338536","1146146","615053689","1672452.5909091","921139.8892941102","366599104.76971","948069","15766.507356976845","1889.86","94.23","0.51686","0.08413","4.0195","2004.8","25.186","4108.94","27935","33852"
"4/10/2023","29641","28326.5","29755.4","28182.9","85.73","0.0464","47887764338536","947327","487218389","1623917.1382114","654962.4288756459","292803183.44179","769790","13787.419703984253","1910.36","93.79","0.51766","0.084797","3.9765","1989.1","24.912","4109.11","27665","33751"
"4/9/2023","28326.6","27941.2","28522.7","27809.2","39.35","0.0138","47887764338536","936112","583068277","1976002.8150685","483732.0950530147","347554997.25629","710289","9573.799939764045","1858.9","90.59","0.50539","0.083197","","","","","",""
"4/8/2023","27941.2","27910.4","28153.1","27863.8","23.73","0.0011","47887764338536","885739","587076617","2195712.9115646","615973.9893205918","349935509.40999","859533","8661.089232425005","1848.93","89.91","0.50497","0.081359","","","","","",""
"4/7/2023","27910.4","28037.6","28102.5","27779.4","30.94","-0.0045","47887764338536","956362","567081278","1897545.3098592","753530.5234586765","338032941.78561","938498","8997.367808946352","1863.46","90.58","0.51301","0.082243","","","","","",""
"4/6/2023","28036.7","28173.5","28173.5","27734.5","51.29","-0.0049","47887764338536","1022873","638984328","1971266.68125","905747.8311716914","375586794.88083","941395","13158.933111142012","1872.35","90.97","0.50284","0.08541","4.0155","2011.9","25.093","4105.02","27540","33659"
"4/5/2023","28173.5","28164.4","28744.4","27823.5","77.32","0.0003","46843400286277","964688","551198167","1823133.5467626","915481.2058234273","323675130.89048","916214","16536.4386153956","1908.96","92.67","0.5056","0.092715","3.9865","2020.9","25.037","4090.38","27820","33656"
"4/4/2023","28164.4","27802.2","28429.1","27668.9","64.06","0.013","46843400286277","1108155","646966825","1784725.6358025","933234.7815108388","377232885.49312","1055774","14067.91200628781","1870.52","92.53","0.5027","0.095163","3.971","2022.2","25.101","4100.6","28270","33577"
"4/3/2023","27802.1","28194.7","28458.4","27256.9","98.00","-0.0141","46843400286277","985157","523167342","1731937.4427481","791454.0260691603","305046344.93138","872351","11582.367260073835","1810.77","92.98","0.4957","0.09604","4.0455","1983.9","24.021","4124.51","28245","33786"
"4/2/2023","28198.3","28456.1","28522.8","27871.7","45.04","-0.0091","46843400286277","1012005","595052757","1886886.4228188","680022.6098375327","346961109.98617","861466","8543.165869869052","1795.01","92.81","0.51804","0.079023","","","","","",""
"4/1/2023","28456.1","28473.7","28795.1","28285.6","38.09","-0.0006","46843400286277","1038858","559143995","1810604.5","875252.7598518976","326003727.45878","876720","9784.807761108055","1820.78","92.56","0.50949","0.081822","","","","","",""
"3/31/2023","28473.7","28029.3","28646.3","27587.5","98.44","0.0158","46843400286277","1043754","563128825","1790523.0921986","953434.0628256517","328332327.38025","907374","14132.90085206719","1821.62","89.57","0.53799","0.076984","4.0945","1969","24.156","4109.31","28090","33460"
"3/30/2023","28029.5","28350.3","29160.4","27716.7","122.51","-0.0113","46843400286277","1021839","615057979","2050557.2580645","776066.2028222161","360932699.45549","903224","14232.945615669776","1793.59","89.07","0.53217","0.074226","4.0915","1980.3","23.989","4050.83","27800","33044"
"3/29/2023","28350.4","27262.9","28627.4","27249.8","109.32","0.0399","46843400286277","977852","583059718","2016251.7619048","772801.3721814925","342303913.4964","862563","11266.698887892866","1793.27","91.3","0.54274","0.075617","4.0865","1966.9","23.391","4027.81","27595","32903"
"3/28/2023","27262.2","27127.8","27465","26665.6","94.16","0.0049","46843400286277","982699","535081807","1822666.3059701","730657.4504667725","312032141.34263","820463","11953.030401303406","1772.63","89.08","0.51443","0.07376","4.0855","1973.5","23.345","3971.27","27290","32588"
"3/27/2023","27129.8","27974.8","28023.3","26611.5","107.24","-0.0302","46843400286277","1057595","591091024","1871969.3175676","669618.4737649699","344632513.41787","814057","11601.813459173276","1714.65","89.22","0.4793","0.072863","4.0785","1971.5","23.075","3977.53","27275","32631"
"3/26/2023","27973.5","27474.9","28153.7","27429.1","60.64","0.0181","46843400286277","851151","575115533","2254034.0972222","619504.4248404156","335318120.43832","728626","9872.734846844181","1774.06","93.4","0.44797","0.074377","","","","","",""
"3/25/2023","27475.6","27462.2","27761.9","27176.7","61.36","0.0005","46843400286277","898042","579136921","2093686.9724138","825382.4944299744","337646717.00662","788901","10693.657603009964","1742.34","91.52","0.44321","0.074055","","","","","",""
"3/24/2023","27462.2","28306.9","28374.5","27026.5","110.36","-0.03","46843400286277","893101","647000055","2420919.1296296","1219730.481068834","377232885.49312","840147","17386.657640170386","1749.26","93.6","0.42557","0.074573","4.075","2001.7","23.247","3970.99","27170","32434"
"3/23/2023","28310.7","27262.8","28734.1","27144.6","158.46","0.0385","46843400286277","902932","718901221","2506304.6284153","1103131.5128631543","398970829.72571","808903","16709.74243049384","1814.08","93.68","0.44398","0.077387","4.1235","2013.3","23.144","3948.72","27125","32319"
"3/22/2023","27261.7","28114.2","28760.3","26668.7","262.03","-0.0303","43551722213590","940276","627034810","2180559.2327044","968871.4033421105","344229889.83668","819958","17978.446287124072","1734.48","87.25","0.42112","0.073851","4.0445","1966.6","22.675","3936.97","27230","32258"
"3/21/2023","28114","27719.8","28437.8","27350.6","438.78","0.0142","43551722213590","990544","579083051","1963597.3793103","836704.1209636973","313920337.45491","880525","16918.249063656916","1803.54","82.43","0.46829","0.076685","3.994","1958.3","22.324","4002.87","26910","32774"
"3/20/2023","27720.5","27958.9","28457.8","27157","503.90","-0.0085","43551722213590","1014355","615037445","2007787.3376623","816071.5224047584","333405048.14156","874328","16843.460241857912","1732.31","78.02","0.37318","0.071345","3.9515","1999.7","22.533","3951.57","26675","32456"
"3/19/2023","27958.7","26914.5","28347.3","26844.6","393.27","0.0388","43551722213590","845573","595101621","2315518.8175676","800805.9706071694","320415243.09549","747881","13515.413560364099","1779.47","83.87","0.38549","0.074462","","","","","",""
"3/18/2023","26914.5","27391.9","27659.1","26688.7","392.47","-0.0174","43551722213590","955447","646983386","2283903.9135802","923585.5246616338","350724792.35971","823196","12762.26180127762","1758.7","83.01","0.37396","0.072959","","","","","",""
"3/17/2023","27391.8","25004.4","27742.2","24900.1","674.96","0.0955","43551722213590","1085422","587108806","1883489.9863946","1184848.4999678824","318250273.50944","951188","16605.104828742376","1789.38","85.51","0.3799","0.076421","3.8925","1990.2","22.351","3916.64","27040","32106.3"
"3/16/2023","25004.1","24283.2","25139","24147.9","462.58","0.0297","43551722213590","879957","531164336","1992013.761194","835267.1014340939","290105693.83127","824750","13341.872738427219","1673.85","78.92","0.3648","0.072567","3.8645","1939.7","21.588","3960.28","26740","32249"
"3/15/2023","24282.7","24699.6","25108.9","23932.4","614.31","-0.0169","43551722213590","1006730","583151818","1962076.9047619","813546.9769794921","318250273.50944","905555","13007.536674768236","1649.65","76.35","0.35899","0.069682","3.843","1948.1","21.774","3891.93","27035","31872"
"3/14/2023","24699.7","24121.5","26365.9","23994.6","753.06","0.0243","43551722213590","1024780","583086321","1815805.6232877","930524.803112633","316085307.04095","879249","17789.87359421487","1700.15","84","0.3726","0.074665","4.003","1910.9","21.929","3920.56","26905","32161"
"3/13/2023","24114.4","21994.8","24406.2","21859.6","733.63","0.0964","43551722213590","999918","626996059","2048938.0955414","632724.1496112162","339899953.78214","881499","15397.761746402251","1673.93","81.5","0.37232","0.072862","4.0535","1916.5","21.793","3855.76","27635","31830"
"3/12/2023","21994.8","20465","22028.6","20294.2","455.69","0.0746","43551722213590","886609","642927431","2361875.0621118","472932.69313309225","348559825.89122","733258","9578.07875129885","1580.24","76.22","0.3713","0.070587","","","","","",""
"3/11/2023","20467.5","20156.5","20669.5","19796.7","453.46","0.0154","43551722213590","982511","658952121","2260066.5454545","558832.4075354467","357219694.88275","892971","10969.37324044782","1471.15","69.22","0.36385","0.066185","","","","","",""
"3/10/2023","20156.7","20362","20362.6","19591.8","655.27","-0.0101","43551722213590","979055","543098853","1861396.7647059","875366.4697147477","291688415.56458","920523","10907.38175511312","1426.75","71.43","0.36999","0.065794","4.0305","1867.2","20.375","3861.59","27855","32165"
"3/9/2023","20361.8","21710.8","21826.5","20079.6","468.76","-0.0621","43053844193928","929904","539160510","1831515.8444444","924918.2139330937","288929457.46875","886042","10200.238013111231","1438.5","76.74","0.37099","0.065974","4.039","1834.6","20.025","3918.32","28615","32524"
"3/8/2023","21710.8","22197.8","22274.3","21661.3","316.51","-0.0219","43053844193928","885079","527170280","1974247.2781955","575044.8110002994","284649020.71937","786360","12220.3534626865","1533.04","82.76","0.38874","0.07112","4.027","1818.6","20.005","3992.01","28420","33086"
"3/7/2023","22197.8","22410.1","22535.1","21968.6","304.75","-0.0095","43053844193928","1063023","650994527","2015677.5939394","563748.519567353","353136002.54562","942943","13550.629868251222","1561.78","86.29","0.3802","0.074029","3.975","1820","20.054","3986.37","28310","33137"
"3/6/2023","22410","22428.2","22595.4","22320.1","215.31","-0.0008","43053844193928","931807","523198082","1797813.0151515","549106.5038416599","282508803.88564","826010","10965.387364326312","1565.84","87.36","0.36964","0.074783","4.0885","1854.6","20.984","4048.42","28235","33719"
"3/5/2023","22428.3","22347.1","22636.7","22213.5","160.57","0.0036","43053844193928","995537","607070479","1945110.7419355","388577.954687769","331733821.88063","767135","8953.711463573127","1564.37","89.93","0.36681","0.074756","","","","","",""
"3/4/2023","22347.1","22354.7","22403.7","22167.4","123.93","-0.0003","43053844193928","905589","603084695","2139364.8684211","448294.1747170359","325313168.29752","839858","7005.816293638427","1566.73","89.34","0.37351","0.07466","","","","","",""
"3/3/2023","22354.4","23465.6","23473.4","22051.9","344.63","-0.0473","43053844193928","1086253","666957199","2015245.3809524","615863.2306066486","359556659.21064","995612","10093.572686153064","1568.89","90.54","0.37738","0.076811","4.067","1854.6","21.238","4045.64","27895","33414"
